Date,P/E,SMA_5_Years,sma_7_5_years,sma_10_years
2013-11-25,18.06,19.240166666666667,19.607931216931217,18.734468253968256
2013-11-26,17.94,19.245388888888886,19.606391534391534,18.735000000000003
2013-11-27,18.03,19.25063492063492,19.605153439153437,18.735623015873017
2013-11-28,18.13,19.25504761904762,19.60367195767196,18.736384920634922
2013-11-29,18.38,19.259055555555555,19.602507936507937,18.73709126984127
2013-12-02,18.51,19.262825396825395,19.60167724867725,18.737777777777776
2013-12-03,18.46,19.26707142857143,19.600698412698414,18.738607142857145
2013-12-04,18.34,19.27157936507937,19.599576719576717,18.739404761904762
2013-12-05,18.58,19.275992063492062,19.598497354497354,18.740222222222222
2013-12-06,18.58,19.27980158730159,19.59737566137566,18.740960317460317
2013-12-09,18.9,19.2845873015873,19.596386243386245,18.741654761904762
2013-12-10,18.8,19.289603174603172,19.595259259259258,18.74211111111111
2013-12-11,18.73,19.294698412698413,19.594010582010583,18.742464285714284
2013-12-12,18.52,19.299666666666663,19.592550264550265,18.74277380952381
2013-12-13,18.32,19.30488095238095,19.591142857142856,18.742992063492064
2013-12-16,18.27,19.31022222222222,19.589862433862436,18.743277777777777
2013-12-17,18.23,19.315817460317458,19.589,18.743535714285713
2013-12-18,18.46,19.321103174603174,19.588201058201058,18.743857142857145
2013-12-19,18.31,19.32622222222222,19.586978835978837,18.744107142857143
2013-12-20,18.63,19.331777777777777,19.586645502645503,18.744587301587302
2013-12-23,18.66,19.337015873015872,19.586724867724868,18.745210317460316
2013-12-24,18.61,19.342198412698416,19.58730158730159,18.745757936507935
2013-12-26,18.64,19.34765873015873,19.587539682539685,18.746242063492062
2013-12-27,18.75,19.353293650793653,19.58808994708995,18.74684126984127
2013-12-30,18.66,19.358865079365078,19.588232804232806,18.747507936507937
2013-12-31,18.7,19.36400793650794,19.588455026455023,18.748269841269842
2014-01-01,18.69,19.369396825396823,19.588677248677246,18.748948412698415
2014-01-02,18.46,19.37436507936508,19.58886243386243,18.74951984126984
2014-01-03,18.43,19.378801587301584,19.589375661375662,18.749972222222222
2014-01-06,18.37,19.383222222222223,19.590216931216933,18.75026984126984
2014-01-07,18.28,19.387563492063492,19.590624338624337,18.75045634920635
2014-01-08,18.32,19.39173015873016,19.591275132275133,18.750476190476192
2014-01-09,18.3,19.3956746031746,19.592153439153442,18.75048015873016
2014-01-10,18.24,19.399873015873016,19.59322751322751,18.75040873015873
2014-01-13,18.55,19.403944444444445,19.59487301587302,18.750440476190477
2014-01-14,18.44,19.407873015873015,19.596037037037036,18.750555555555557
2014-01-15,18.68,19.41212698412698,19.59759788359788,18.750765873015872
2014-01-16,18.63,19.416587301587303,19.599470899470898,18.750825396825398
2014-01-17,18.45,19.421079365079365,19.601338624338624,18.750765873015872
2014-01-20,18.35,19.425706349206347,19.60262962962963,18.750630952380956
2014-01-21,18.38,19.430126984126982,19.60366137566138,18.750492063492064
2014-01-22,18.45,19.434404761904762,19.604650793650794,18.75026984126984
2014-01-23,18.49,19.438785714285714,19.6058253968254,18.750007936507938
2014-01-24,18.25,19.442714285714285,19.60668783068783,18.74966666666667
2014-01-27,17.85,19.44627777777778,19.60712169312169,18.74906349206349
2014-01-28,17.82,19.449563492063493,19.607396825396822,18.748353174603174
2014-01-29,17.79,19.452857142857145,19.607634920634922,18.747583333333335
2014-01-30,17.65,19.45670634920635,19.608121693121692,18.74679761904762
2014-01-31,17.7,19.460761904761906,19.60830158730159,18.74590476190476
2014-02-03,17.34,19.46474603174603,19.608179894179894,18.74474603174603
2014-02-04,17.35,19.46886507936508,19.608010582010582,18.743428571428574
2014-02-05,17.41,19.472714285714286,19.60746560846561,18.74213888888889
2014-02-06,17.16,19.476730158730156,19.606719576719573,18.740722222222225
2014-02-07,17.25,19.48049206349206,19.6060582010582,18.73919841269841
2014-02-10,17.24,19.484190476190477,19.605211640211643,18.737523809523807
2014-02-11,17.26,19.488079365079365,19.60450264550264,18.73581746031746
2014-02-12,17.32,19.492325396825397,19.604074074074074,18.734257936507937
2014-02-13,17.09,19.496396825396825,19.603317460317463,18.732650793650794
2014-02-14,17.22,19.500325396825396,19.60271428571429,18.73086904761905
2014-02-17,17.28,19.503984126984125,19.601931216931217,18.729095238095237
2014-02-18,17.59,19.507547619047617,19.60139153439153,18.727559523809525
2014-02-19,17.59,19.511055555555554,19.601,18.725944444444444
2014-02-20,17.42,19.514246031746033,19.60088888888889,18.724182539682538
2014-02-21,17.33,19.5175873015873,19.600788359788364,18.722551587301588
2014-02-24,17.42,19.520936507936508,19.601010582010584,18.721146825396822
2014-02-25,17.46,19.52424603174603,19.601026455026457,18.719603174603176
2014-02-26,17.57,19.527722222222224,19.60136507936508,18.718289682539684
2014-02-28,17.67,19.53103968253968,19.60165079365079,18.717313492063493
2014-03-03,17.52,19.533944444444444,19.601693121693124,18.716515873015872
2014-03-04,17.73,19.536960317460316,19.601772486772486,18.715464285714287
2014-03-05,17.82,19.540079365079364,19.601767195767195,18.714198412698412
2014-03-06,18.02,19.54348412698413,19.60200529100529,18.713194444444444
2014-03-07,18.38,19.546960317460314,19.602396825396823,18.712416666666666
2014-03-10,18.41,19.550841269841268,19.602788359788363,18.711801587301586
2014-03-11,18.34,19.554960317460317,19.603042328042328,18.711321428571427
2014-03-12,18.35,19.559063492063494,19.60328042328042,18.71061111111111
2014-03-13,18.28,19.563063492063492,19.60351851851852,18.70995238095238
2014-03-14,18.31,19.567285714285717,19.603846560846563,18.709174603174603
2014-03-18,18.35,19.571547619047617,19.60401587301587,18.708210317460317
2014-03-19,18.38,19.57573015873016,19.604074074074074,18.70725396825397
2014-03-20,18.26,19.579730158730158,19.604052910052907,18.706281746031745
2014-03-21,18.29,19.583833333333335,19.60400529100529,18.705349206349208
2014-03-22,18.29,19.58826984126984,19.603841269841272,18.70429365079365
2014-03-24,18.54,19.593103174603176,19.603682539682538,18.703325396825395
2014-03-25,18.56,19.59786507936508,19.603539682539683,18.702337301587303
2014-03-26,18.59,19.6029126984127,19.60340740740741,18.701376984126984
2014-03-27,18.71,19.607888888888887,19.603317460317463,18.700714285714284
2014-03-28,18.84,19.613150793650792,19.603296296296293,18.700130952380952
2014-03-31,18.86,19.618261904761905,19.60337566137566,18.69974603174603
2014-04-01,18.91,19.623023809523808,19.603375661375665,18.699325396825394
2014-04-02,19.0,19.627642857142856,19.603375661375665,18.6990873015873
2014-04-03,18.95,19.63229365079365,19.603306878306878,18.698920634920636
2014-04-04,18.84,19.636714285714284,19.60310582010582,18.698563492063492
2014-04-07,18.84,19.6410873015873,19.602888888888888,18.697480158730155
2014-04-09,19.12,19.64568253968254,19.602873015873016,18.696448412698413
2014-04-10,19.12,19.64977777777778,19.602576719576717,18.695492063492065
2014-04-11,19.07,19.653833333333335,19.602126984126983,18.694404761904764
2014-04-15,18.95,19.65762698412698,19.601624338624337,18.693190476190473
2014-04-16,18.79,19.660920634920632,19.601026455026457,18.692
2014-04-17,19.04,19.66436507936508,19.600629629629626,18.691007936507937
2014-04-21,19.14,19.668380952380954,19.600232804232807,18.690238095238097
2014-04-22,19.13,19.67222222222222,19.600148148148147,18.68943253968254
2014-04-23,19.2,19.67596031746032,19.600031746031746,18.688880952380952
2014-04-25,19.04,19.679007936507936,19.599624338624338,18.688329365079365
2014-04-28,18.98,19.68183333333333,19.599132275132277,18.687749999999998
2014-04-29,18.88,19.684261904761904,19.598566137566138,18.687285714285718
2014-04-30,18.79,19.686619047619047,19.597910052910056,18.686746031746033
2014-05-02,18.72,19.688769841269842,19.597322751322753,18.68636507936508
2014-05-05,18.69,19.69054761904762,19.59658201058201,18.685920634920635
2014-05-06,18.74,19.692801587301588,19.595714285714287,18.685515873015873
2014-05-07,18.56,19.694857142857142,19.594777777777775,18.68498015873016
2014-05-08,18.52,19.69690476190476,19.5938835978836,18.68423015873016
2014-05-09,19.1,19.699476190476187,19.592968253968255,18.683642857142857
2014-05-12,19.47,19.70247619047619,19.592227513227517,18.683257936507935
2014-05-13,19.67,19.705293650793653,19.591613756613757,18.682849206349207
2014-05-14,19.67,19.707865079365078,19.59095238095238,18.682214285714284
2014-05-15,19.71,19.71038888888889,19.59036507936508,18.681492063492065
2014-05-16,19.93,19.713492063492062,19.590063492063493,18.680785714285715
2014-05-19,20.15,19.71636507936508,19.58972486772487,18.680194444444442
2014-05-20,20.21,19.718619047619047,19.589402116402116,18.67963888888889
2014-05-21,20.07,19.720738095238097,19.589005291005293,18.67900396825397
2014-05-22,20.14,19.723047619047616,19.58864021164021,18.67944047619048
2014-05-23,20.39,19.725333333333335,19.58848677248677,18.679809523809524
2014-05-26,20.32,19.727801587301588,19.588105820105817,18.680218253968256
2014-05-27,20.21,19.73052380952381,19.58749735449735,18.680555555555557
2014-05-28,20.22,19.73277777777778,19.58674603174603,18.680900793650796
2014-05-29,19.79,19.73485714285714,19.58585714285714,18.681174603174604
2014-05-30,19.82,19.737119047619046,19.585058201058203,18.68145634920635
2014-06-02,20.27,19.739444444444445,19.584640211640213,18.681797619047618
2014-06-03,20.46,19.739484126984127,19.584402116402117,18.682146825396824
2014-06-04,20.42,19.739507936507934,19.584126984126986,18.682440476190475
2014-06-05,20.6,19.739841269841268,19.584026455026454,18.68311507936508
2014-06-06,20.75,19.740555555555556,19.58400529100529,18.683853174603176
2014-06-09,20.85,19.741333333333333,19.58390476190476,18.68465873015873
2014-06-10,20.86,19.74213492063492,19.58410582010582,18.68552380952381
2014-06-11,20.78,19.74331746031746,19.58432275132275,18.687174603174604
2014-06-12,20.84,19.743984126984127,19.58468253968254,18.68875
2014-06-13,20.55,19.74416666666667,19.584820105820107,18.690214285714283
2014-06-16,20.53,19.743936507936507,19.584904761904763,18.691599206349206
2014-06-17,20.76,19.74404761904762,19.585100529100526,18.69318253968254
2014-06-18,20.56,19.744015873015872,19.585216931216934,18.69484126984127
2014-06-19,20.52,19.743936507936507,19.58537566137566,18.696738095238096
2014-06-20,20.38,19.743547619047618,19.58540740740741,18.698531746031748
2014-06-23,20.33,19.74307142857143,19.585301587301586,18.700285714285716
2014-06-24,20.56,19.743349206349205,19.58524867724868,18.702626984126987
2014-06-25,20.53,19.74315873015873,19.58515873015873,18.705666666666666
2014-06-26,20.33,19.74243650793651,19.584920634920636,18.70820238095238
2014-06-27,20.37,19.741809523809525,19.584703703703703,18.710567460317463
2014-06-30,20.65,19.741603174603178,19.584703703703703,18.713210317460316
2014-07-01,20.71,19.74179365079365,19.584724867724866,18.71581746031746
2014-07-02,20.96,19.742055555555552,19.584703703703703,18.71861904761905
2014-07-03,20.93,19.743190476190474,19.584560846560848,18.721416666666666
2014-07-04,20.99,19.744746031746033,19.58448148148148,18.72428968253968
2014-07-07,21.08,19.74615079365079,19.584433862433862,18.727238095238096
2014-07-08,20.64,19.74748412698413,19.584111111111113,18.73027777777778
2014-07-09,20.54,19.74869841269841,19.583867724867726,18.73369047619048
2014-07-10,20.48,19.74969841269841,19.58357671957672,18.737
2014-07-11,20.12,19.750531746031747,19.58301587301587,18.740079365079364
2014-07-14,20.12,19.750563492063492,19.582333333333334,18.743285714285715
2014-07-15,20.31,19.750611111111112,19.581740740740738,18.746484126984125
2014-07-16,20.57,19.751087301587305,19.581243386243383,18.749718253968254
2014-07-17,20.62,19.751420634920635,19.580772486772485,18.752948412698412
2014-07-18,20.6,19.751714285714286,19.580275132275133,18.756174603174607
2014-07-21,20.58,19.751714285714286,19.579931216931218,18.75940476190476
2014-07-22,20.78,19.752825396825394,19.58001587301587,18.762833333333337
2014-07-23,20.82,19.753833333333333,19.580497354497354,18.766396825396825
2014-07-24,20.92,19.755373015873015,19.58089417989418,18.769936507936507
2014-07-25,20.79,19.756801587301588,19.581,18.773420634920637
2014-07-28,20.66,19.75845238095238,19.580910052910053,18.776797619047617
2014-07-30,20.78,19.760325396825394,19.580767195767198,18.78028968253968
2014-07-31,20.56,19.761547619047622,19.58078306878307,18.783722222222224
2014-08-01,20.05,19.761920634920635,19.580571428571428,18.786976190476192
2014-08-04,20.26,19.762753968253968,19.58042328042328,18.79040476190476
2014-08-05,20.43,19.763198412698415,19.58025925925926,18.79382142857143
2014-08-06,20.2,19.763007936507936,19.579772486772484,18.797091269841268
2014-08-07,20.14,19.762888888888888,19.57915873015873,18.800039682539683
2014-08-08,19.93,19.762920634920633,19.578444444444447,18.802892857142858
2014-08-11,20.0,19.762706349206347,19.57777777777778,18.805813492063493
2014-08-12,20.26,19.762436507936506,19.577132275132275,18.808734126984124
2014-08-13,20.31,19.762214285714286,19.576465608465607,18.811674603174605
2014-08-14,20.45,19.762333333333334,19.575973544973543,18.814742063492066
2014-08-18,20.57,19.762722222222223,19.575560846560847,18.817753968253967
2014-08-19,20.63,19.76297619047619,19.57532275132275,18.820761904761905
2014-08-20,20.58,19.762896825396826,19.575116402116404,18.8239126984127
2014-08-21,20.63,19.762531746031748,19.57511111111111,18.826964285714286
2014-08-22,20.69,19.762293650793648,19.574925925925925,18.830027777777776
2014-08-25,20.67,19.761992063492062,19.57441798941799,18.833142857142857
2014-08-26,20.67,19.762079365079362,19.573835978835977,18.836313492063493
2014-08-27,20.75,19.762595238095237,19.573349206349206,18.83946031746032
2014-08-28,20.8,19.76330952380952,19.57293121693122,18.84256349206349
2014-09-01,20.99,19.76404761904762,19.57253439153439,18.845698412698415
2014-09-02,21.14,19.764960317460318,19.57238095238095,18.84890873015873
2014-09-03,21.22,19.76540476190476,19.57227513227513,18.852103174603172
2014-09-04,21.17,19.76590476190476,19.57238624338624,18.855222222222224
2014-09-05,21.15,19.767071428571427,19.57242857142857,18.858321428571426
2014-09-08,21.73,19.768444444444444,19.57262962962963,18.861583333333336
2014-09-09,21.68,19.770007936507938,19.573052910052915,18.864880952380954
2014-09-10,21.52,19.77123015873016,19.57393650793651,18.86813888888889
2014-09-11,21.5,19.7721746031746,19.574756613756612,18.871305555555555
2014-09-12,21.55,19.772753968253966,19.575513227513227,18.874448412698413
2014-09-15,21.38,19.773150793650796,19.57610052910053,18.877499999999998
2014-09-16,21.09,19.773246031746034,19.57658201058201,18.880464285714286
2014-09-17,21.21,19.773404761904764,19.577052910052913,18.883492063492064
2014-09-18,21.58,19.773658730158733,19.577724867724868,18.88657142857143
2014-09-19,21.23,19.77388888888889,19.578301587301585,18.889583333333334
2014-09-22,21.3,19.774301587301586,19.579243386243384,18.89259126984127
2014-09-23,20.96,19.774507936507938,19.58004232804233,18.895432539682538
2014-09-24,20.92,19.774738095238096,19.580809523809524,18.898357142857144
2014-09-25,20.68,19.77446825396825,19.58120105820106,18.90123412698413
2014-09-26,20.83,19.773944444444442,19.58162962962963,18.904198412698413
2014-09-29,20.81,19.7733253968254,19.582195767195767,18.90715476190476
2014-09-30,20.82,19.772682539682542,19.582793650793654,18.910095238095238
2014-10-01,20.77,19.77197619047619,19.583507936507935,18.91309126984127
2014-10-07,20.53,19.771047619047618,19.584349206349206,18.915900793650792
2014-10-08,20.5,19.770126984126986,19.58516931216931,18.918761904761904
2014-10-09,20.81,19.769158730158733,19.586275132275134,18.921785714285715
2014-10-10,20.55,19.767746031746032,19.587619047619047,18.9246626984127
2014-10-13,20.47,19.76624603174603,19.58875132275132,18.927492063492064
2014-10-14,20.41,19.76465873015873,19.590068783068784,18.930249999999997
2014-10-16,20.13,19.762690476190475,19.591619047619044,18.932900793650795
2014-10-17,20.21,19.760968253968255,19.59301058201058,18.93551984126984
2014-10-20,20.47,19.75938888888889,19.594613756613757,18.93823015873016
2014-10-21,20.53,19.757960317460316,19.59590476190476,18.940952380952382
2014-10-22,20.65,19.756452380952382,19.59737037037037,18.943742063492063
2014-10-23,20.7,19.754706349206348,19.598820105820103,18.946535714285716
2014-10-27,20.64,19.752920634920635,19.60014285714286,18.94927380952381
2014-10-28,20.75,19.751507936507938,19.601857142857146,18.952035714285714
2014-10-29,20.92,19.750119047619044,19.603650793650793,18.95484523809524
2014-10-30,21.16,19.74907142857143,19.605661375661374,18.95777380952381
2014-10-31,21.58,19.748277777777776,19.607714285714287,18.96080158730159
2014-11-03,21.58,19.747698412698416,19.609719576719577,18.963809523809523
2014-11-05,21.54,19.746698412698414,19.61153439153439,18.966765873015873
2014-11-07,21.31,19.745380952380952,19.612941798941797,18.969638888888888
2014-11-10,21.24,19.744039682539682,19.614349206349203,18.9724126984127
2014-11-11,21.29,19.742619047619048,19.61588888888889,18.975111111111115
2014-11-12,21.33,19.741230158730158,19.617597883597885,18.977841269841267
2014-11-13,21.26,19.739896825396826,19.619169312169316,18.98047222222222
2014-11-14,21.35,19.73881746031746,19.620730158730158,18.983126984126983
2014-11-17,21.45,19.738031746031744,19.622825396825398,18.985916666666668
2014-11-18,21.47,19.737460317460318,19.624783068783067,18.988726190476193
2014-11-19,21.33,19.736960317460316,19.62631746031746,18.99149603174603
2014-11-20,21.51,19.737031746031747,19.627888888888894,18.99439285714286
2014-11-21,21.7,19.737325396825398,19.629317460317463,18.997273809523808
2014-11-24,21.78,19.73794444444444,19.630777777777777,19.000126984126982
2014-11-25,21.61,19.73886507936508,19.63211111111111,19.002813492063492
2014-11-26,21.65,19.740325396825398,19.633550264550266,19.005416666666665
2014-11-27,21.7,19.741317460317457,19.63483068783069,19.008015873015875
2014-11-28,21.94,19.74231746031746,19.63598941798942,19.01076984126984
2014-12-01,21.85,19.74295238095238,19.637206349206348,19.013420634920635
2014-12-02,21.77,19.743166666666667,19.63832275132275,19.01602380952381
2014-12-03,21.81,19.743468253968253,19.639507936507936,19.018650793650792
2014-12-04,21.87,19.743174603174605,19.64056084656085,19.021333333333335
2014-12-05,21.81,19.74300793650794,19.641582010582013,19.02406349206349
2014-12-08,21.56,19.742484126984127,19.642338624338624,19.026666666666667
2014-12-09,21.31,19.741555555555557,19.64290476190476,19.029170634920636
2014-12-10,21.35,19.740642857142856,19.643486772486774,19.031718253968254
2014-12-11,21.19,19.739626984126986,19.644338624338623,19.034130952380952
2014-12-12,21.01,19.73869841269841,19.64514814814815,19.03653174603175
2014-12-15,21.0,19.737539682539683,19.64580423280423,19.038964285714286
2014-12-16,20.61,19.73588888888889,19.646343915343913,19.04131349206349
2014-12-17,20.51,19.73420634920635,19.646846560846562,19.043543650793648
2014-12-18,20.85,19.73273015873016,19.64761904761905,19.045900793650794
2014-12-19,21.01,19.73174603174603,19.648492063492064,19.048269841269843
2014-12-22,21.27,19.731190476190477,19.6495291005291,19.050785714285716
2014-12-23,21.12,19.730198412698414,19.650465608465613,19.05320238095238
2014-12-24,20.88,19.728698412698414,19.651174603174603,19.05547222222222
2014-12-26,20.95,19.72725396825397,19.651962962962962,19.057690476190476
2014-12-29,21.07,19.725873015873013,19.65268783068783,19.059964285714287
2014-12-30,21.07,19.724571428571426,19.653291005291006,19.06218253968254
2014-12-31,21.16,19.723492063492063,19.654021164021163,19.064400793650794
2015-01-01,21.16,19.72209523809524,19.65472486772487,19.06663095238095
2015-01-02,21.45,19.721055555555555,19.655539682539683,19.068920634920634
2015-01-05,21.4,19.719896825396827,19.65639682539683,19.071206349206346
2015-01-06,20.76,19.718285714285717,19.657015873015872,19.07323015873016
2015-01-07,20.7,19.716666666666665,19.657396825396827,19.075210317460318
2015-01-08,21.04,19.715579365079368,19.65793650793651,19.07729365079365
2015-01-09,21.16,19.714555555555556,19.658492063492062,19.0794126984127
2015-01-12,21.27,19.713619047619048,19.659074074074073,19.081642857142857
2015-01-13,21.21,19.712825396825398,19.659497354497358,19.08384523809524
2015-01-14,21.14,19.712103174603175,19.6598835978836,19.08594841269841
2015-01-15,21.7,19.71170634920635,19.660640211640214,19.088238095238097
2015-01-16,21.75,19.710785714285713,19.66138095238095,19.090555555555557
2015-01-19,21.8,19.709777777777777,19.66236507936508,19.09276587301587
2015-01-20,22.16,19.70902380952381,19.6635873015873,19.095055555555557
2015-01-21,22.21,19.708373015873015,19.664920634920637,19.097353174603175
2015-01-22,22.25,19.707642857142858,19.666275132275132,19.09954365079365
2015-01-23,22.48,19.706984126984125,19.667724867724868,19.101833333333335
2015-01-27,22.67,19.706269841269844,19.66938095238095,19.104210317460318
2015-01-28,22.67,19.705539682539683,19.670894179894184,19.1065873015873
2015-01-29,22.84,19.705007936507936,19.672492063492065,19.109079365079367
2015-01-30,22.48,19.70425396825397,19.673962962962964,19.11138888888889
2015-02-02,22.51,19.70350793650794,19.675280423280423,19.113757936507938
2015-02-03,22.42,19.702825396825396,19.676460317460318,19.11603571428571
2015-02-04,22.53,19.702150793650794,19.677650793650795,19.11828571428571
2015-02-05,22.57,19.7014126984127,19.678904761904764,19.12048015873016
2015-02-06,22.44,19.700603174603174,19.680026455026454,19.12260714285714
2015-02-09,22.59,19.699825396825396,19.681164021164022,19.12486111111111
2015-02-10,22.69,19.699301587301587,19.682407407407407,19.127944444444445
2015-02-11,22.85,19.699134920634922,19.68369312169312,19.13103968253968
2015-02-12,23.07,19.6995873015873,19.685000000000002,19.134249999999998
2015-02-13,23.31,19.70043650793651,19.686423280423277,19.137523809523813
2015-02-16,23.22,19.701642857142858,19.68768783068783,19.140710317460318
2015-02-18,23.28,19.70342857142857,19.688978835978833,19.143920634920637
2015-02-19,23.76,19.70554761904762,19.690539682539683,19.147297619047617
2015-02-20,23.62,19.707626984126986,19.691867724867727,19.150623015873016
2015-02-23,23.41,19.709484126984126,19.692999999999998,19.15389285714286
2015-02-24,23.43,19.71159523809524,19.694179894179893,19.157111111111114
2015-02-25,23.44,19.713365079365076,19.695439153439157,19.16023412698413
2015-02-26,23.22,19.71525396825397,19.696428571428573,19.163301587301586
2015-02-27,23.65,19.718007936507938,19.697497354497354,19.16675
2015-02-28,23.8,19.72074603174603,19.69856613756614,19.170357142857142
2015-03-02,23.95,19.72359523809524,19.699783068783066,19.173972222222222
2015-03-03,24.06,19.726420634920633,19.701063492063493,19.177734126984127
2015-03-04,23.86,19.729206349206347,19.702121693121693,19.1815
2015-03-05,23.9,19.731785714285714,19.703253968253964,19.18540873015873
2015-03-09,23.48,19.73411904761905,19.704037037037036,19.189031746031745
2015-03-10,23.36,19.736174603174604,19.704751322751324,19.192674603174602
2015-03-11,23.32,19.738,19.705603174603176,19.196305555555554
2015-03-12,23.53,19.740079365079364,19.706566137566135,19.200011904761908
2015-03-13,23.18,19.742031746031746,19.70778835978836,19.203607142857145
2015-03-16,23.14,19.743912698412696,19.70926984126984,19.207198412698414
2015-03-17,23.39,19.745944444444444,19.710804232804232,19.211083333333335
2015-03-18,23.29,19.747936507936505,19.712730158730157,19.214873015873017
2015-03-19,23.15,19.749809523809525,19.71454497354497,19.21856746031746
2015-03-20,22.98,19.751444444444445,19.716158730158728,19.22199603174603
2015-03-23,22.92,19.75270634920635,19.71788888888889,19.22526587301587
2015-03-24,22.9,19.753714285714285,19.71957142857143,19.2286626984127
2015-03-25,22.87,19.75473015873016,19.720984126984124,19.232087301587303
2015-03-26,22.36,19.755309523809522,19.72226455026455,19.235238095238095
2015-03-27,22.3,19.75570634920635,19.723677248677248,19.23836904761905
2015-03-30,22.7,19.7565,19.72520634920635,19.241718253968255
2015-03-31,22.7,19.757238095238094,19.726756613756613,19.24506746031746
2015-04-01,22.95,19.758119047619047,19.72889947089947,19.24847619047619
2015-04-06,23.18,19.75916666666667,19.731333333333335,19.25199603174603
2015-04-07,23.19,19.760253968253966,19.7335291005291,19.25545238095238
2015-04-08,23.33,19.761214285714285,19.736121693121692,19.258920634920635
2015-04-09,23.5,19.762198412698414,19.738613756613756,19.26248015873016
2015-04-10,23.51,19.763142857142856,19.74120105820106,19.266099206349207
2015-04-13,23.66,19.764150793650796,19.743687830687833,19.26979761904762
2015-04-15,23.43,19.765166666666666,19.74578306878307,19.273424603174604
2015-04-16,23.33,19.76603968253968,19.747783068783068,19.27704365079365
2015-04-17,23.06,19.766579365079366,19.749550264550265,19.280515873015872
2015-04-20,22.64,19.766714285714283,19.750968253968257,19.283825396825396
2015-04-21,22.44,19.76661904761905,19.75215343915344,19.287059523809525
2015-04-22,22.59,19.76677777777778,19.753391534391536,19.290186507936507
2015-04-23,22.5,19.7669126984127,19.754571428571428,19.293154761904763
2015-04-24,22.34,19.76676984126984,19.755671957671957,19.29611507936508
2015-04-27,22.26,19.766301587301587,19.75662962962963,19.29901984126984
2015-04-28,22.46,19.766,19.757714285714286,19.301900793650795
2015-04-29,22.29,19.765531746031744,19.758714285714287,19.304658730158728
2015-04-30,22.07,19.764825396825398,19.75962433862434,19.30729761904762
2015-05-04,22.47,19.764238095238095,19.76074603174603,19.310071428571426
2015-05-05,22.45,19.763714285714286,19.761777777777777,19.312857142857144
2015-05-06,21.71,19.76265873015873,19.762444444444444,19.31533333333333
2015-05-07,21.61,19.761690476190477,19.763116402116403,19.317805555555555
2015-05-08,21.92,19.761007936507937,19.76383068783069,19.320424603174605
2015-05-11,22.41,19.760873015873017,19.764354497354496,19.323285714285714
2015-05-12,21.92,19.760246031746032,19.76458201058201,19.325964285714285
2015-05-13,22.17,19.759761904761906,19.76473015873016,19.32881746031746
2015-05-14,22.14,19.7591746031746,19.764708994708997,19.331626984126984
2015-05-15,22.24,19.75854761904762,19.76472486772487,19.334511904761904
2015-05-18,22.57,19.758119047619047,19.764915343915344,19.337626984126985
2015-05-19,22.55,19.758198412698412,19.76494708994709,19.340833333333332
2015-05-20,22.69,19.758706349206346,19.76500529100529,19.344126984126987
2015-05-21,22.67,19.759063492063493,19.7649417989418,19.347353174603175
2015-05-22,22.94,19.759579365079365,19.76468253968254,19.35081746031746
2015-05-25,22.64,19.76003968253968,19.764269841269844,19.354126984126985
2015-05-26,22.55,19.76068253968254,19.763703703703705,19.357281746031745
2015-05-27,22.6,19.761444444444443,19.763407407407406,19.36036111111111
2015-05-28,22.61,19.762325396825396,19.76253439153439,19.36345634920635
2015-05-29,23.12,19.76385714285714,19.76165608465609,19.36679365079365
2015-06-01,23.25,19.7649126984127,19.760661375661375,19.37013492063492
2015-06-02,22.71,19.765730158730157,19.75962433862434,19.373309523809525
2015-06-03,22.41,19.766238095238094,19.757846560846563,19.376424603174605
2015-06-04,22.53,19.76676984126984,19.756164021164018,19.379654761904764
2015-06-05,22.49,19.767746031746032,19.75473015873016,19.382765873015874
2015-06-08,22.29,19.768674603174603,19.753650793650795,19.385849206349206
2015-06-09,22.23,19.769539682539683,19.753,19.389134920634923
2015-06-10,22.52,19.77111904761905,19.752597883597886,19.39261507936508
2015-06-11,22.08,19.77225396825397,19.751301587301587,19.395964285714285
2015-06-12,22.12,19.77347619047619,19.74995767195767,19.39927380952381
2015-06-15,22.21,19.774730158730158,19.748476190476193,19.402583333333332
2015-06-16,22.3,19.776507936507933,19.746746031746035,19.40588888888889
2015-06-17,22.43,19.77802380952381,19.744671957671958,19.409238095238095
2015-06-18,22.66,19.77943650793651,19.74289947089947,19.41273412698413
2015-06-19,22.79,19.78068253968254,19.741338624338624,19.416416666666667
2015-06-22,23.15,19.782150793650796,19.740015873015874,19.420226190476193
2015-06-23,23.23,19.78407142857143,19.73858201058201,19.424178571428573
2015-06-24,23.17,19.785777777777778,19.737312169312172,19.4280873015873
2015-06-25,23.27,19.787261904761905,19.736232804232802,19.432023809523812
2015-06-26,23.23,19.78863492063492,19.73514285714286,19.43588492063492
2015-06-29,23.05,19.790174603174602,19.734153439153438,19.43961904761905
2015-06-30,23.19,19.79198412698413,19.733317460317462,19.443380952380952
2015-07-01,23.43,19.793936507936507,19.732714285714287,19.447174603174602
2015-07-02,23.4,19.795603174603173,19.731910052910056,19.45097619047619
2015-07-03,23.52,19.79725396825397,19.730608465608466,19.454849206349206
2015-07-06,23.62,19.79872222222222,19.72941798941799,19.458742063492064
2015-07-07,23.59,19.8000873015873,19.72821693121693,19.462634920634923
2015-07-08,23.18,19.8010873015873,19.72679365079365,19.466289682539685
2015-07-09,23.08,19.801873015873017,19.725608465608467,19.46997222222222
