Date,P/E,SMA_5_Years,sma_7_5_years,sma_10_years
2009-12-23,22.91,18.470325396825398,17.40362962962963,
2009-12-24,23.07,18.47575396825397,17.40698941798942,
2009-12-29,23.11,18.4810873015873,17.410650793650795,
2009-12-30,23.03,18.48633333333333,17.41416402116402,
2009-12-31,23.17,18.491444444444443,17.417703703703705,
2010-01-04,23.31,18.49668253968254,17.421158730158734,
2010-01-05,23.57,18.50215079365079,17.424941798941802,
2010-01-06,23.59,18.50763492063492,17.428862433862435,
2010-01-07,23.51,18.513150793650798,17.432566137566138,
2010-01-08,23.43,18.518523809523806,17.436005291005294,
2010-01-11,23.45,18.524007936507935,17.43948677248677,
2010-01-12,23.28,18.529246031746034,17.442957671957668,
2010-01-13,23.38,18.534420634920632,17.4464708994709,
2010-01-14,23.5,18.539547619047617,17.450015873015875,
2010-01-15,23.46,18.544611111111113,17.453656084656085,
2010-01-18,23.57,18.54989682539683,17.457449735449735,
2010-01-19,23.35,18.5565873015873,17.461412698412698,
2010-01-20,23.06,18.562944444444444,17.465280423280422,
2010-01-21,22.5,18.5689126984127,17.468857142857143,
2010-01-22,22.24,18.57461111111111,17.472349206349207,
2010-01-25,21.7,18.579777777777778,17.47564021164021,
2010-01-27,21.03,18.584412698412695,17.478534391534392,
2010-01-28,21.09,18.589047619047616,17.48137037037037,
2010-01-29,21.0,18.593619047619047,17.484068783068782,
2010-02-01,21.07,18.598301587301584,17.486814814814817,
2010-02-02,20.77,18.60262698412698,17.489386243386246,
2010-02-03,21.21,18.607103174603175,17.492185185185182,
2010-02-04,20.84,18.611349206349207,17.494761904761905,
2010-02-05,20.18,18.61549206349206,17.49692592592593,17.839523809523808
2010-02-06,20.35,18.619968253968253,17.499190476190478,17.837317460317458
2010-02-08,20.36,18.624349206349205,17.5015291005291,17.83481349206349
2010-02-09,20.5,18.629047619047622,17.50406349206349,17.832642857142854
2010-02-10,20.35,18.63379365079365,17.506502645502646,17.83027380952381
2010-02-11,20.65,18.639031746031748,17.509179894179894,17.828051587301584
2010-02-15,20.54,18.643944444444443,17.51189417989418,17.82565873015873
2010-02-16,20.77,18.649174603174604,17.514756613756614,17.823746031746033
2010-02-17,21.02,18.65461111111111,17.517682539682543,17.821595238095238
2010-02-18,20.91,18.659944444444445,17.520592592592592,17.819424603174603
2010-02-19,20.72,18.66518253968254,17.523592592592596,17.817166666666665
2010-02-22,20.77,18.670484126984128,17.52653968253968,17.81500396825397
2010-02-23,20.83,18.67622222222222,17.529661375661373,17.81289285714286
2010-02-24,20.78,18.681809523809527,17.532772486772483,17.810583333333334
2010-02-25,20.79,18.687325396825397,17.53611111111111,17.80849603174603
2010-02-26,20.92,18.69254761904762,17.53953439153439,17.806333333333335
2010-03-02,21.33,18.697825396825394,17.543259259259262,17.804376984126982
2010-03-03,21.63,18.703611111111112,17.54715873015873,17.802718253968255
2010-03-04,21.59,18.709444444444447,17.55104761904762,17.800928571428575
2010-03-05,21.63,18.71516666666667,17.554978835978833,17.79918650793651
2010-03-08,21.8,18.721031746031745,17.558931216931217,17.797853174603173
2010-03-09,21.7,18.72693650793651,17.562804232804233,17.796492063492064
2010-03-10,21.77,18.732896825396825,17.566698412698415,17.7949126984127
2010-03-11,21.84,18.738833333333332,17.57074603174603,17.793297619047618
2010-03-12,21.86,18.744825396825398,17.57474074074074,17.79167857142857
2010-03-15,21.82,18.750650793650795,17.578650793650795,17.789805555555557
2010-03-16,22.12,18.756626984126985,17.58267195767196,17.78788492063492
2010-03-17,22.26,18.762761904761902,17.586814814814815,17.785845238095238
2010-03-18,22.32,18.769055555555553,17.590915343915345,17.783690476190475
2010-03-19,22.39,18.775444444444442,17.59504761904762,17.781277777777778
2010-03-22,22.15,18.78168253968254,17.598984126984128,17.77884126984127
2010-03-23,22.23,18.788047619047617,17.602962962962962,17.776873015873015
2010-03-25,22.38,18.794452380952382,17.60704761904762,17.7749126984127
2010-03-26,22.47,18.80093650793651,17.611100529100526,17.77278968253968
2010-03-29,22.56,18.8075,17.615174603174605,17.770857142857142
2010-03-30,22.39,18.813595238095235,17.619243386243387,17.768630952380953
2010-03-31,22.33,18.819396825396826,17.623296296296296,17.766472222222223
2010-04-01,22.52,18.82546031746032,17.627439153439155,17.76465873015873
2010-04-05,22.85,18.831738095238094,17.631571428571426,17.76275
2010-04-06,22.84,18.837801587301588,17.635677248677247,17.760984126984127
2010-04-07,22.88,18.843785714285715,17.639899470899472,17.75915476190476
2010-04-08,22.96,18.84976984126984,17.644121693121694,17.757805555555557
2010-04-09,23.21,18.85590476190476,17.648460317460316,17.756162698412698
2010-04-12,23.11,18.862,17.652851851851853,17.754583333333333
2010-04-13,23.04,18.868007936507937,17.657179894179894,17.75322222222222
2010-04-15,22.83,18.873920634920633,17.661396825396825,17.751571428571427
2010-04-16,22.78,18.879841269841272,17.665566137566138,17.74980952380952
2010-04-19,22.58,18.885698412698414,17.669703703703707,17.74819841269841
2010-04-20,22.71,18.89168253968254,17.67395767195767,17.74676587301587
2010-04-21,22.78,18.897873015873017,17.678179894179895,17.745638888888887
2010-04-22,22.88,18.90407936507937,17.68254497354497,17.74481746031746
2010-04-23,23.03,18.910476190476192,17.68704761904762,17.744015873015872
2010-04-26,23.11,18.917134920634922,17.69164021164021,17.742908730158728
2010-04-27,22.45,18.923468253968256,17.695878306878306,17.74190873015873
2010-04-28,22.05,18.929547619047618,17.699936507936506,17.740781746031747
2010-04-29,22.22,18.935642857142856,17.7040582010582,17.739515873015872
2010-04-30,22.29,18.942055555555555,17.70821693121693,17.738507936507936
2010-05-03,22.06,18.948214285714286,17.712201058201057,17.737305555555558
2010-05-04,21.74,18.953880952380953,17.716121693121693,17.736015873015873
2010-05-05,21.64,18.95927777777778,17.72005291005291,17.734650793650793
2010-05-06,21.5,18.9645873015873,17.723962962962965,17.73323015873016
2010-05-07,21.19,18.969730158730158,17.72770899470899,17.731742063492064
2010-05-10,21.92,18.975357142857142,17.73178835978836,17.73067857142857
2010-05-11,21.68,18.980888888888888,17.73569312169312,17.72948015873016
2010-05-12,21.77,18.986611111111113,17.73969312169312,17.728996031746032
2010-05-13,21.86,18.992539682539682,17.743735449735453,17.72850793650794
2010-05-14,21.26,18.997785714285712,17.747365079365082,17.727662698412697
2010-05-17,21.12,19.00302380952381,17.75091005291005,17.726099206349208
2010-05-18,21.14,19.00873015873016,17.754455026455027,17.72418650793651
2010-05-19,20.53,19.01411111111111,17.75767724867725,17.722126984126984
2010-05-20,20.65,19.019674603174604,17.760978835978836,17.72031746031746
2010-05-21,20.58,19.02507142857143,17.76427513227513,17.718968253968256
2010-05-24,20.63,19.030436507936507,17.767634920634922,17.71852777777778
2010-05-25,20.06,19.035269841269844,17.77073544973545,17.718031746031745
2010-05-26,20.52,19.04045238095238,17.774158730158728,17.71781349206349
2010-05-27,20.88,19.046031746031748,17.77788888888889,17.717674603174604
2010-05-28,21.22,19.052150793650792,17.781693121693124,17.717833333333335
2010-05-31,21.3,19.058301587301585,17.785423280423277,17.718194444444446
2010-06-01,20.81,19.064285714285713,17.788888888888888,17.717904761904762
2010-06-02,21.02,19.070396825396827,17.7923544973545,17.71781349206349
2010-06-03,21.4,19.076785714285716,17.796021164021166,17.71793253968254
2010-06-04,21.5,19.083134920634922,17.79965608465609,17.71852777777778
2010-06-07,21.11,19.08906349206349,17.803084656084657,17.71907142857143
2010-06-08,20.91,19.094777777777775,17.806417989417987,17.719150793650794
2010-06-09,20.97,19.1004126984127,17.809814814814818,17.719007936507936
2010-06-10,21.3,19.106349206349208,17.81340740740741,17.719337301587302
2010-06-11,21.44,19.112444444444442,17.817026455026454,17.71963888888889
2010-06-14,21.77,19.118761904761904,17.820798941798945,17.72011507936508
2010-06-15,21.87,19.12518253968254,17.824550264550265,17.720984126984128
2010-06-16,21.92,19.131492063492065,17.828179894179897,17.722
2010-06-17,22.09,19.13807142857143,17.83184656084656,17.723011904761908
2010-06-18,22.04,19.14465873015873,17.835449735449735,17.723956349206347
2010-06-21,22.42,19.15154761904762,17.83919576719577,17.724964285714286
2010-06-22,22.27,19.158325396825393,17.843656084656086,17.726087301587302
2010-06-23,22.29,19.165000000000003,17.848084656084655,17.727373015873017
2010-06-24,22.28,19.1715873015873,17.852439153439153,17.728861111111108
2010-06-25,22.07,19.178190476190476,17.85671957671958,17.730317460317462
2010-06-28,22.34,19.184849206349206,17.861005291005288,17.730972222222224
2010-06-29,22.01,19.19123015873016,17.865116402116403,17.731416666666664
2010-06-30,22.25,19.19788888888889,17.869227513227514,17.73177380952381
2010-07-01,21.99,19.204277777777776,17.873291005291005,17.731789682539684
2010-07-02,21.93,19.210626984126982,17.877455026455028,17.731626984126986
2010-07-05,21.93,19.217103174603174,17.881550264550263,17.731218253968255
2010-07-06,22.15,19.22359523809524,17.885592592592594,17.73109523809524
2010-07-07,21.95,19.229936507936507,17.889608465608465,17.730626984126985
2010-07-08,22.18,19.236460317460317,17.893708994708994,17.730150793650793
2010-07-09,22.42,19.243142857142857,17.897894179894177,17.72965476190476
2010-07-12,22.56,19.24986507936508,17.90210052910053,17.72920238095238
2010-07-13,22.63,19.256738095238095,17.906280423280425,17.728559523809523
2010-07-14,22.57,19.263626984126983,17.91048148148148,17.72786904761905
2010-07-15,22.54,19.27048412698413,17.914703703703704,17.727341269841272
2010-07-16,22.61,19.277349206349207,17.918931216931217,17.726892857142857
2010-07-19,22.61,19.284126984126985,17.923174603174605,17.726424603174603
2010-07-20,22.53,19.290865079365076,17.92734920634921,17.725861111111115
2010-07-21,22.66,19.29770634920635,17.931619047619048,17.72513888888889
2010-07-22,22.75,19.304793650793652,17.935867724867727,17.724309523809524
2010-07-23,22.78,19.31176984126984,17.940063492063494,17.72343650793651
2010-07-26,22.53,19.318460317460318,17.944100529100528,17.722674603174603
2010-07-27,22.58,19.325206349206347,17.948211640211643,17.721845238095238
2010-07-28,22.44,19.331793650793653,17.952238095238094,17.721642857142857
2010-07-29,22.49,19.33838888888889,17.956243386243386,17.721587301587302
2010-07-30,22.31,19.34499206349206,17.96020634920635,17.72144444444444
2010-08-02,22.91,19.351960317460318,17.964507936507935,17.721444444444444
2010-08-03,22.95,19.35881746031746,17.968867724867728,17.72132142857143
2010-08-04,23.07,19.365809523809524,17.97331216931217,17.721373015873016
2010-08-05,22.98,19.372634920634923,17.977656084656083,17.721242063492063
2010-08-06,22.95,19.379539682539683,17.98192592592593,17.721
2010-08-09,23.0,19.386396825396826,17.986343915343916,17.720801587301587
2010-08-10,22.89,19.3934126984127,17.990751322751326,17.720619047619046
2010-08-11,22.72,19.40020634920635,17.995031746031746,17.72036111111111
2010-08-12,22.71,19.406880952380956,17.999259259259258,17.72015079365079
2010-08-13,22.86,19.41368253968254,18.003544973544976,17.719944444444444
2010-08-16,22.76,19.420499999999997,18.00778835978836,17.719607142857143
2010-08-17,22.75,19.4274126984127,18.01210052910053,17.719333333333335
2010-08-18,23.02,19.434404761904762,18.01654497354497,17.719242063492064
2010-08-19,23.28,19.441523809523808,18.021089947089948,17.719440476190478
2010-08-20,23.24,19.448595238095237,18.0257037037037,17.71972222222222
2010-08-23,23.29,19.455682539682538,18.030449735449732,17.720190476190478
2010-08-24,23.13,19.462714285714284,18.035243386243387,17.720666666666666
2010-08-25,22.98,19.46946825396825,18.03989417989418,17.72125
2010-08-26,23.05,19.476158730158733,18.044645502645505,17.72227380952381
2010-08-27,22.76,19.482650793650794,18.04926455026455,17.722988095238094
2010-08-30,22.78,19.489071428571428,18.05384126984127,17.72390079365079
2010-08-31,22.73,19.495920634920637,18.058296296296298,17.724670634920635
2010-09-01,23.02,19.50279365079365,18.06290476190476,17.725583333333333
2010-09-02,23.08,19.509539682539682,18.06759788359788,17.726523809523812
2010-09-03,23.05,19.516246031746032,18.07216402116402,17.72750396825397
2010-09-06,23.46,19.52322222222222,18.07698941798942,17.72861507936508
2010-09-07,23.58,19.530325396825397,18.081941798941802,17.72984126984127
2010-09-08,23.59,19.53761904761905,18.086904761904762,17.7310873015873
2010-09-09,23.73,19.545055555555557,18.091962962962963,17.73243650793651
2010-09-13,24.32,19.55275396825397,18.097396825396828,17.733805555555556
2010-09-14,24.47,19.560468253968256,18.102751322751324,17.735238095238092
2010-09-15,24.74,19.568492063492062,18.108238095238097,17.737083333333334
2010-09-16,24.61,19.576373015873017,18.113624338624337,17.739015873015873
2010-09-17,24.84,19.58426984126984,18.119121693121695,17.740996031746032
2010-09-20,25.25,19.592563492063494,18.124830687830688,17.742940476190476
2010-09-21,25.37,19.60097619047619,18.13057671957672,17.744992063492067
2010-09-22,25.29,19.60940476190476,18.136380952380954,17.7469126984127
2010-09-23,25.16,19.617936507936506,18.14215873015873,17.748714285714286
2010-09-24,25.41,19.626682539682538,18.148047619047617,17.750551587301587
2010-09-27,25.48,19.635333333333335,18.15389947089947,17.752380952380953
2010-09-28,25.45,19.643944444444443,18.159767195767195,17.754190476190477
2010-09-29,25.29,19.65252380952381,18.16561375661376,17.75597222222222
2010-09-30,25.46,19.6610873015873,18.171592592592592,17.75788888888889
2010-10-01,25.54,19.669626984126985,18.17768253968254,17.759857142857143
2010-10-04,25.61,19.67811111111111,18.183910052910054,17.761805555555554
2010-10-05,25.55,19.686500000000002,18.19017989417989,17.763623015873016
2010-10-06,25.72,19.694992063492066,18.19648148148148,17.76522222222222
2010-10-07,25.44,19.703230158730157,18.202730158730162,17.76670634920635
2010-10-08,25.37,19.71128571428571,18.208957671957673,17.768119047619045
2010-10-11,25.51,19.719444444444445,18.21530687830688,17.769559523809523
2010-10-12,25.32,19.727309523809524,18.221449735449735,17.77086507936508
2010-10-13,25.91,19.735563492063495,18.227751322751324,17.77236507936508
2010-10-14,25.68,19.743674603174604,18.23388888888889,17.77370634920635
2010-10-15,25.2,19.751246031746035,18.239724867724867,17.774924603174604
2010-10-18,25.07,19.758579365079367,18.245661375661374,17.77615873015873
2010-10-19,24.87,19.76568253968254,18.25151322751323,17.777484126984124
2010-10-20,24.69,19.7725873015873,18.25724867724868,17.77911507936508
2010-10-21,25.18,19.77992857142857,18.263328042328045,17.781166666666667
2010-10-22,25.03,19.787603174603174,18.269338624338626,17.78300396825397
2010-10-25,25.2,19.795404761904763,18.275603174603173,17.784984126984128
2010-10-26,24.98,19.80262698412698,18.281708994708996,17.787261904761905
2010-10-27,24.69,19.809531746031748,18.287550264550262,17.789265873015875
2010-10-28,24.59,19.816246031746033,18.29326984126984,17.79138095238095
2010-10-29,24.71,19.822992063492066,18.29899470899471,17.793392857142855
2010-11-01,25.12,19.83011111111111,18.30483068783069,17.795726190476188
2010-11-02,25.13,19.83709523809524,18.310767195767195,17.798031746031743
2010-11-03,25.3,19.84404761904762,18.31688888888889,17.80034126984127
2010-11-04,25.47,19.851230158730157,18.3234126984127,17.802623015873017
2010-11-05,25.59,19.858825396825395,18.33008994708995,17.805031746031744
2010-11-08,25.43,19.86631746031746,18.336671957671957,17.807376984126982
2010-11-09,25.55,19.873944444444447,18.34326455026455,17.809873015873016
2010-11-10,25.44,19.88143650793651,18.349925925925927,17.812496031746033
2010-11-11,25.11,19.888928571428572,18.35636507936508,17.815214285714287
2010-11-12,24.62,19.896325396825397,18.362571428571428,17.817710317460318
2010-11-15,24.39,19.903563492063494,18.36872486772487,17.82024206349206
2010-11-16,23.86,19.910460317460316,18.37462962962963,17.82265476190476
2010-11-18,23.9,19.917674603174603,18.380592592592595,17.82519047619048
2010-11-19,23.47,19.92464285714286,18.386291005291003,17.82768650793651
2010-11-22,23.98,19.931753968253968,18.39224338624339,17.830202380952382
2010-11-23,23.69,19.938873015873014,18.3978253968254,17.83257142857143
2010-11-24,23.41,19.945698412698412,18.40446560846561,17.834996031746034
2010-11-25,23.15,19.9525,18.410925925925927,17.83726587301587
2010-11-26,22.96,19.959603174603174,18.417243386243385,17.83927380952381
2010-11-29,23.26,19.96715873015873,18.42373015873016,17.841384920634923
2010-11-30,23.39,19.97442857142857,18.430338624338628,17.84359126984127
2010-12-01,23.78,19.98193650793651,18.437174603174604,17.846023809523807
2010-12-02,23.96,19.989428571428572,18.4441164021164,17.848492063492067
2010-12-03,23.89,19.996666666666666,18.450973544973543,17.850765873015874
2010-12-06,23.88,20.003746031746033,18.457777777777782,17.85289285714286
2010-12-07,23.82,20.010793650793648,18.464502645502648,17.854892857142858
2010-12-08,23.53,20.017555555555553,18.47099470899471,17.856785714285714
2010-12-09,22.98,20.023658730158733,18.477232804232806,17.858424603174605
2010-12-10,23.35,20.03,18.483634920634923,17.860083333333336
2010-12-13,23.58,20.0364126984127,18.490179894179892,17.86181746031746
2010-12-14,23.72,20.04283333333333,18.496830687830688,17.863789682539682
2010-12-15,23.51,20.049007936507937,18.503343915343915,17.86586507936508
2010-12-16,23.74,20.05542857142857,18.50988888888889,17.8678253968254
2010-12-20,23.73,20.061984126984125,18.516375661375665,17.869753968253967
2010-12-21,23.95,20.068547619047617,18.52306349206349,17.871853174603174
2010-12-22,23.88,20.074928571428572,18.529555555555557,17.873908730158732
2010-12-23,23.86,20.081150793650792,18.536015873015874,17.875948412698413
2010-12-24,23.99,20.08738888888889,18.54257671957672,17.878055555555555
2010-12-27,23.94,20.093444444444447,18.549137566137563,17.880218253968255
2010-12-28,23.93,20.099563492063492,18.555629629629628,17.882412698412697
2010-12-29,24.19,20.106103174603174,18.562174603174604,17.88465476190476
2010-12-30,24.35,20.112547619047618,18.56873544973545,17.886793650793653
2010-12-31,24.48,20.119103174603175,18.575333333333337,17.88886507936508
2011-01-03,24.57,20.12590476190476,18.58206349206349,17.891007936507936
2011-01-04,24.53,20.132666666666665,18.58873544973545,17.893115079365078
2011-01-05,24.26,20.13906349206349,18.595222222222223,17.89506746031746
2011-01-06,24.14,20.145301587301585,18.60161375661376,17.89697222222222
2011-01-07,23.56,20.15084126984127,18.607724867724865,17.89859523809524
2011-01-10,23.01,20.155849206349206,18.61336507936508,17.899916666666666
2011-01-11,22.98,20.160666666666668,18.61895767195767,17.90120238095238
2011-01-12,23.41,20.165857142857142,18.624746031746035,17.90259126984127
2011-01-13,22.92,20.170785714285714,18.630227513227513,17.903674603174604
2011-01-14,22.5,20.17523015873016,18.635550264550265,17.904583333333335
2011-01-17,22.5,20.179436507936508,18.640899470899473,17.905361111111112
2011-01-18,22.66,20.183849206349205,18.646201058201058,17.906230158730157
2011-01-19,22.51,20.188158730158733,18.651365079365075,17.907261904761906
2011-01-20,22.59,20.192476190476192,18.656518518518517,17.908297619047616
2011-01-21,22.41,20.19679365079365,18.66152380952381,17.909301587301588
2011-01-24,22.26,20.201253968253965,18.66678306878307,17.9103253968254
2011-01-25,21.96,20.205206349206346,18.671867724867727,17.911337301587302
2011-01-27,21.64,20.208960317460317,18.676719576719577,17.91243650793651
2011-01-28,21.23,20.212261904761906,18.681391534391537,17.913551587301587
2011-01-31,21.06,20.21535714285714,18.68595767195767,17.9145
2011-02-01,20.7,20.218166666666665,18.69030158730159,17.91518253968254
2011-02-02,20.8,20.220825396825393,18.69473015873016,17.91581746031746
2011-02-03,21.16,20.223666666666666,18.699227513227513,17.916650793650792
2011-02-04,20.67,20.226142857142857,18.70346560846561,17.91718253968254
2011-02-07,20.69,20.22856349206349,18.707661375661377,17.917607142857143
2011-02-08,20.35,20.230730158730157,18.71174074074074,17.91779761904762
2011-02-09,20.12,20.2329126984127,18.71565079365079,17.91777777777778
2011-02-10,20.01,20.235079365079365,18.719597883597885,17.91782142857143
2011-02-11,20.34,20.237531746031745,18.72378835978836,17.917984126984127
2011-02-14,20.86,20.240484126984125,18.728391534391537,17.9185
2011-02-15,20.96,20.243531746031746,18.733132275132277,17.919095238095238
2011-02-16,20.95,20.247039682539683,18.737814814814815,17.919650793650796
2011-02-17,21.19,20.250468253968254,18.742507936507938,17.919785714285716
2011-02-18,20.86,20.253603174603175,18.74688888888889,17.919749999999997
2011-02-21,21.09,20.256984126984126,18.751354497354495,17.91977380952381
2011-02-22,20.9,20.260190476190477,18.75568783068783,17.919670634920635
2011-02-23,20.82,20.26320634920635,18.759925925925927,17.919388888888886
2011-02-24,20.15,20.265373015873013,18.76379365079365,17.918718253968255
2011-02-25,20.31,20.267277777777778,18.76768783068783,17.918063492063492
2011-02-28,20.42,20.269277777777777,18.77147619047619,17.917384920634923
2011-03-01,21.14,20.271984126984126,18.775756613756613,17.916964285714286
2011-03-03,21.2,20.274761904761906,18.78014814814815,17.91675
2011-03-04,21.21,20.277674603174603,18.784391534391535,17.91629761904762
2011-03-07,20.92,20.28007142857143,18.78833333333333,17.915781746031747
2011-03-08,21.14,20.28254761904762,18.792333333333335,17.915432539682538
2011-03-09,21.18,20.28511111111111,18.796338624338624,17.914972222222225
2011-03-10,21.04,20.2875,18.800201058201058,17.91443253968254
2011-03-11,20.85,20.289674603174603,18.80395767195767,17.913789682539683
2011-03-14,21.18,20.292253968253966,18.807693121693124,17.913376984126984
2011-03-15,20.87,20.294563492063492,18.811285714285717,17.91268253968254
2011-03-16,21.1,20.29706349206349,18.8149417989418,17.912015873015875
2011-03-17,20.86,20.29956349206349,18.818396825396825,17.91127380952381
2011-03-18,20.58,20.30172222222222,18.82164021164021,17.91049206349206
2011-03-21,20.54,20.303714285714285,18.825095238095237,17.910353174603173
2011-03-22,20.73,20.305777777777777,18.828380952380954,17.910150793650793
2011-03-23,20.99,20.308,18.831671957671954,17.910261904761906
2011-03-24,21.15,20.310404761904763,18.835042328042327,17.910416666666666
2011-03-25,21.46,20.312976190476192,18.83848677248677,17.91070634920635
2011-03-28,21.59,20.315611111111114,18.84188888888889,17.91113095238095
2011-03-29,21.77,20.318158730158732,18.845328042328042,17.911714285714286
2011-03-30,21.97,20.320730158730157,18.849026455026454,17.912583333333334
2011-03-31,22.14,20.32345238095238,18.852735449735448,17.913567460317463
2011-04-01,22.11,20.32595238095238,18.856280423280424,17.914638888888888
2011-04-04,22.43,20.328738095238094,18.8598835978836,17.915507936507936
2011-04-05,22.43,20.331833333333332,18.863550264550266,17.916337301587305
2011-04-06,22.36,20.33481746031746,18.867164021164022,17.917444444444445
2011-04-07,22.34,20.33752380952381,18.870804232804232,17.91875396825397
2011-04-08,22.18,20.340015873015876,18.87453968253968,17.919876984126986
2011-04-11,21.96,20.34236507936508,18.87840740740741,17.920900793650794
2011-04-13,22.43,20.344944444444444,18.88235978835979,17.9223373015873
2011-04-15,22.02,20.34714285714286,18.886190476190478,17.92394841269841
2011-04-18,21.66,20.348904761904762,18.8900582010582,17.925853174603176
2011-04-19,21.65,20.350674603174603,18.893804232804232,17.92734126984127
2011-04-20,22.06,20.352880952380954,18.897878306878308,17.928853174603173
2011-04-21,22.18,20.355142857142855,18.901867724867728,17.930555555555557
2011-04-25,21.94,20.35706349206349,18.90547619047619,17.932202380952383
2011-04-26,21.91,20.358761904761902,18.909158730158733,17.933932539682537
2011-04-27,21.79,20.360349206349206,18.912603174603174,17.935396825396825
2011-04-28,21.61,20.361650793650792,18.915873015873014,17.93690873015873
2011-04-29,21.36,20.36245238095238,18.918915343915344,17.93847619047619
2011-05-02,21.19,20.363190476190475,18.92184126984127,17.93997619047619
2011-05-03,20.68,20.363190476190475,18.924333333333333,17.941178571428573
2011-05-04,20.58,20.363063492063493,18.926597883597886,17.942174603174603
2011-05-05,20.32,20.362603174603176,18.92873544973545,17.94313095238095
2011-05-06,20.67,20.362682539682538,18.931052910052912,17.94450396825397
2011-05-09,20.66,20.36264285714286,18.933227513227514,17.94593650793651
2011-05-10,20.61,20.36302380952381,18.93525396825397,17.947281746031745
2011-05-11,20.71,20.36365873015873,18.937195767195767,17.94872619047619
2011-05-12,20.4,20.36370634920635,18.939121693121695,17.950031746031748
2011-05-13,20.6,20.363579365079364,18.941058201058205,17.951484126984127
2011-05-16,20.39,20.363261904761906,18.942777777777778,17.953249999999997
2011-05-17,20.16,20.3625873015873,18.944296296296297,17.955134920634922
2011-05-18,20.18,20.361928571428574,18.94597883597884,17.95729761904762
2011-05-19,20.2,20.361412698412696,18.9478835978836,17.959353174603173
2011-05-20,20.34,20.36138888888889,18.949936507936506,17.961337301587303
2011-05-23,19.93,20.360595238095236,18.95190476190476,17.96295238095238
2011-05-24,19.9,20.360055555555558,18.953650793650795,17.964321428571427
2011-05-25,19.72,20.359769841269838,18.95520634920635,17.965619047619047
2011-05-26,19.95,20.35948412698413,18.95710052910053,17.966976190476192
2011-05-27,20.26,20.359325396825398,18.959179894179893,17.96847619047619
2011-05-30,20.25,20.359031746031746,18.96115343915344,17.969920634920634
2011-05-31,20.53,20.358896825396826,18.963169312169313,17.971567460317463
2011-06-01,20.65,20.35880158730159,18.965021164021163,17.974031746031745
2011-06-02,20.49,20.35845238095238,18.966523809523807,17.976380952380953
2011-06-03,20.37,20.35788095238095,18.967862433862436,17.97865873015873
2011-06-06,20.43,20.357206349206347,18.969285714285718,17.980809523809523
2011-06-07,20.52,20.35684126984127,18.97074074074074,17.98284126984127
2011-06-08,20.41,20.35661904761905,18.97225396825397,17.984805555555557
2011-06-09,20.39,20.357039682539682,18.97374074074074,17.98670634920635
2011-06-10,20.26,20.35726984126984,18.97512169312169,17.988555555555557
2011-06-13,20.25,20.356976190476193,18.97648148148148,17.990420634920635
2011-06-14,20.31,20.357809523809525,18.978010582010583,17.992333333333335
2011-06-15,20.12,20.3590873015873,18.97961375661375,17.994170634920636
2011-06-16,19.93,20.361,18.981042328042328,17.99590873015873
2011-06-17,19.82,20.362293650793653,18.98231216931217,17.997571428571426
2011-06-20,19.42,20.36365079365079,18.983465608465607,17.99894841269841
2011-06-21,19.48,20.364515873015872,18.98478835978836,18.00036111111111
2011-06-22,19.46,20.36545238095238,18.98620634920635,18.001742063492063
2011-06-23,19.61,20.366515873015874,18.987597883597882,18.003190476190476
2011-06-24,20.17,20.36815079365079,18.989264550264554,18.004801587301586
2011-06-27,20.38,20.370468253968255,18.99089947089947,18.006488095238094
2011-06-28,20.44,20.373373015873018,18.992391534391537,18.008190476190475
2011-06-29,20.65,20.37586507936508,18.99389417989418,18.009876984126983
2011-06-30,20.82,20.3788253968254,18.995243386243384,18.011603174603174
2011-07-01,20.75,20.3820873015873,18.99654497354497,18.013496031746033
2011-07-04,20.83,20.38575396825397,18.997820105820104,18.015492063492065
2011-07-05,20.76,20.389976190476194,18.999031746031743,18.01759126984127
2011-07-06,20.74,20.393547619047617,19.000402116402118,18.01976984126984
2011-07-07,21.12,20.3978253968254,19.001973544973545,18.022166666666667
2011-07-08,20.87,20.4024126984127,19.003238095238093,18.024448412698412
2011-07-11,20.67,20.40697619047619,19.004333333333335,18.026670634920634
2011-07-12,20.29,20.41045238095238,19.005179894179896,18.028666666666666
2011-07-13,20.51,20.413690476190474,19.006121693121692,18.03072619047619
2011-07-14,20.55,20.41684126984127,19.00693650793651,18.032821428571427
2011-07-15,20.45,20.420158730158732,19.007624338624336,18.03486507936508
2011-07-18,20.4,20.42315873015873,19.008306878306875,18.03679365079365
2011-07-19,20.57,20.425968253968254,19.008941798941798,18.038928571428574
2011-07-20,20.34,20.42838095238095,19.009328042328043,18.041019841269843
2011-07-21,20.25,20.430690476190474,19.009603174603175,18.042964285714284
2011-07-22,20.57,20.433738095238095,19.01010052910053,18.04492857142857
2011-07-25,20.71,20.436396825396823,19.010502645502644,18.046960317460314
2011-07-26,20.22,20.438499999999998,19.010481481481484,18.04884126984127
2011-07-27,20.09,20.440420634920635,19.010174603174605,18.050785714285716
2011-07-28,19.86,20.44154761904762,19.009751322751324,18.05247222222222
2011-07-29,19.76,20.44249206349206,19.009238095238096,18.054126984126984
2011-08-01,19.81,20.443531746031745,19.008560846560847,18.055813492063493
2011-08-02,19.6,20.44413492063492,19.00757671957672,18.057337301587303
2011-08-03,19.42,20.444785714285715,19.006444444444444,18.058833333333332
2011-08-04,19.19,20.44562698412698,19.0053544973545,18.0604126984127
