Date,P/E,SMA_5_Years,sma_7_5_years,sma_10_years,1.5sd_5SMA_POS,2sd_5SMA_POS,3sd_5SMA_POS,1.5sd_5SMA_NEG,2sd_5SMA_NEG,3sd_5SMA_NEG,1.5sd_7_5_SMA_POS,2sd_7_5SMA_POS,3sd_7_5SMA_POS,1.5sd_7_5SMA_NEG,2sd_7_5SMA_NEG,3sd_7_5SMA_NEG,1.5sd_10_SMA_POS,2sd_10SMA_POS,3sd_10SMA_POS,1.5sd_10SMA_NEG,2sd_10SMA_NEG,3sd_10SMA_NEG,signals
2007-10-04,23.42,16.68193650793651,17.05883068783069,,21.12570376213745,22.606959513537763,25.56947101633839,12.238169253735567,10.756913502335255,7.794401999534626,21.560030357963644,23.060430248007965,26.061230028096602,12.557631017697734,11.057231127653413,8.056431347564777,,,,,,,
2007-10-05,23.62,16.689309523809523,17.05810582010582,,21.141621956637845,22.62572610091395,25.593934389466167,12.236997090981202,10.752892946705094,7.78468465815288,21.556677644670003,23.0562015861914,26.05524946923419,12.559533995541633,11.060010054020237,8.060962170977447,,,,,,,
2007-10-08,23.16,16.696412698412697,17.05708994708995,,21.155876104902614,22.64236390706592,25.61533951139253,12.23694929192278,10.750461489759473,7.7774858854328635,21.552070047463054,23.05039674758742,26.047050147836156,12.562109846716845,11.063783146592478,8.067129746343742,,,,,,,
2007-10-09,24.26,16.704468253968255,17.056656084656087,,21.174026475282684,22.663879215720826,25.643584696597113,12.234910032653826,10.745057292215684,7.7653518113393964,21.549981635967807,23.04775681973838,26.043307187279527,12.563330533344367,11.065555349573792,8.070004982032646,,,,,,,
2007-10-10,24.78,16.712936507936508,17.05657142857143,,21.194153530092375,22.687892537477662,25.67537055224824,12.23171948578064,10.737980478395354,7.750502463624775,21.54956599987933,23.04723085698196,26.04256057118723,12.56357685726353,11.0659120001609,8.070582285955632,,,,,,,
2007-10-11,25.13,16.721603174603175,17.056851851851853,,21.215660800231852,22.71368000877474,25.709718425860526,12.227545548974499,10.729526340431608,7.733487923345823,21.550943389662415,23.048973902265935,26.04503492747298,12.56276031404129,11.06472980143777,8.068668776230727,,,,,,,
2007-10-12,24.67,16.729833333333332,17.056835978835977,,21.2352552982562,22.737062619897156,25.740677263179066,12.224411368410465,10.722604046769508,7.718989403487596,21.55086686363039,23.048877158561858,26.0448977484248,12.562805094041567,11.064794799110096,8.068774209247156,,,,,,,
2007-10-15,25.77,16.73900793650794,17.05830687830688,,21.25933345133374,22.76610862294234,25.779658966159545,12.218682421682136,10.711907250073535,7.698356906856333,21.55772981404482,23.0575374592908,26.05715274978276,12.55888394256894,11.05907629732296,8.059461006831,,,,,,,
2007-10-16,25.71,16.748126984126984,17.059693121693122,,21.283062655590193,22.79470787941126,25.8179983270534,12.213191312663776,10.701546088842708,7.678255641200568,21.564204732752437,23.06570860310554,26.06871634381175,12.555181510633808,11.053677640280704,8.050669899574494,,,,,,,
2007-10-17,25.2,16.756698412698412,17.060650793650794,,21.304586351931075,22.820548998341962,25.852474291163738,12.20881047346575,10.692847827054862,7.660922534233089,21.56862373314975,23.071281379649403,26.07659667264871,12.552677854151836,11.050020207652185,8.044704914652879,,,,,,,
2007-10-18,24.33,16.76456349206349,17.06026455026455,,21.32262099420938,22.841973494924673,25.880678496355266,12.206505989917604,10.68715348920231,7.6484484877717165,21.566764681956617,23.06893139252064,26.073264813648684,12.55376441857248,11.051597708008458,8.047264286880415,,,,,,,
2007-10-19,23.46,16.771722222222223,17.0589417989418,,21.337489516979243,22.859411948564915,25.903256811736263,12.205954927465203,10.684032495879531,7.640187632708184,21.560383929373298,23.06086463951713,26.061826059804797,12.5574996685103,11.057018958366466,8.0560575380788,,,,,,,
2007-10-22,23.28,16.778738095238094,17.057650793650794,,21.351713322694046,22.876038398512698,25.924688550149998,12.205762867782141,10.68143779196349,7.632787640326189,21.554285714587873,23.0531640215669,26.050920635524953,12.561015872713714,11.062137565734687,8.064380951776634,,,,,,,
2007-10-23,24.53,16.78676984126984,17.057291005291006,,21.370360608857965,22.898224198054006,25.95395137644609,12.203179073681717,10.675315484485676,7.619588306093593,21.55251848112493,23.050927639736237,26.047745956958856,12.562063529457081,11.063654370845773,8.066836053623156,,,,,,,
2007-10-24,24.66,16.79495238095238,17.057650793650794,,21.389440619613534,22.92093669916725,25.983928858274687,12.200464142291228,10.668968062737513,7.6059759036300765,21.554186645236936,23.05303192909898,26.050722496823077,12.561114942064652,11.062269658202606,8.064579090478512,,,,,,,
2007-10-25,25.01,16.80346825396825,17.059380952380952,,21.409818601191137,22.9452687169321,26.016168948414027,12.197117906745365,10.661667791004401,7.590767559522478,21.561384843912272,23.062052807756046,26.063388735443596,12.55737706084963,11.056709097005855,8.055373169318308,,,,,,,
2007-10-26,25.57,16.812492063492066,17.061634920634923,,21.43239593156716,22.972363887592195,26.052299799642256,12.19258819541697,10.652620239391938,7.572684327341875,21.570823270022906,23.073886053152233,26.080011619410886,12.552446571246941,11.049383788117613,8.04325822185896,,,,,,,
2007-10-29,26.35,16.822253968253968,17.06442857142857,,21.458224605212067,23.00354815086477,26.09419524217017,12.186283331295867,10.640959785643165,7.550312694337766,21.58287805027874,23.08902787656213,26.10132752912891,12.545979092578403,11.039829266295012,8.027529613728232,,,,,,,
2007-10-30,26.01,16.831920634920635,17.06695767195767,,21.482390752345342,23.03254745815358,26.13286086977005,12.181450517495929,10.63129381168769,7.53098040007122,21.59365839501708,23.102558636036882,26.120359118076486,12.540256948898262,11.03135670787846,8.013556225838855,,,,,,,
2007-10-31,25.74,16.841214285714287,17.069560846560844,,21.505382312224963,23.060104987728522,26.16955033873564,12.17704625920361,10.622323583700052,7.512878232692934,21.60429612691991,23.115874553706266,26.139031407278978,12.534825566201778,11.023247139415421,8.000090285842711,,,,,,,
2007-11-01,25.65,16.850261904761908,17.072343915343914,,21.527969844886236,23.087205824927675,26.20567778501056,12.172553964637581,10.61331798459614,7.494846024513254,21.615291003251457,23.12960669922064,26.158238091159003,12.52939682743637,11.015081131467188,7.986449739528826,,,,,,,
2007-11-02,25.94,16.859531746031745,17.074671957671956,,21.551698223650337,23.115753716189868,26.24386470126893,12.167365268413153,10.603309775873623,7.475198790794561,21.6253031947466,23.142180273771483,26.175934431821247,12.524040720597311,11.00716364157243,7.973409483522666,,,,,,,
2007-11-05,25.57,16.868341269841267,17.076957671957672,,21.573831786739987,23.142328625706227,26.279322303638708,12.162850752942546,10.594353913976306,7.457360236043828,21.63474559647675,23.15400823798311,26.19253352099583,12.519169747438593,10.999907105932234,7.961381822919515,,,,,,,
2007-11-06,25.31,16.876944444444444,17.079185185185185,,21.59484107482669,23.167473284954102,26.31273770520893,12.159047814062198,10.586415603934785,7.441151183679954,21.643709086081785,23.165217053047318,26.208232986978384,12.514661284288586,10.993153317323053,7.950137383391986,,,,,,,
2007-11-07,25.29,16.885404761904763,17.08198412698413,,21.61571733065142,23.192488186900306,26.346029899398076,12.155092193158104,10.57832133690922,7.424779624411448,21.65418279717409,23.178249020570746,26.226381467364053,12.509785456794166,10.985719233397512,7.937586786604204,,,,,,,
2007-11-08,24.92,16.893571428571427,17.084724867724866,,21.635088463039807,23.215594141195933,26.376605497508184,12.152054394103049,10.571548715946921,7.41053735963467,21.663998124809076,23.19042254383715,26.24327138189329,12.505451610640653,10.979027191612582,7.926178353556441,,,,,,,
2007-11-09,24.77,16.901634920634923,17.086873015873014,,21.65383318894911,23.237899278387175,26.4060314572633,12.149436652320734,10.56537056288267,7.397238384006545,21.6721134429876,23.200526918692468,26.257353870102193,12.501632588758424,10.97321911305356,7.916392161643834,,,,,,,
2007-11-12,24.57,16.9095873015873,17.088587301587303,,21.671777242348238,23.259173889268553,26.433967183109175,12.147397360826364,10.560000713906051,7.385207420065427,21.67875907824606,23.208816337132312,26.268930854904816,12.498415524928546,10.968358266042294,7.908243748269788,,,,,,,
2007-11-13,24.92,16.917849206349207,17.0909417989418,,21.690970135876523,23.28201044571896,26.464091065403835,12.14472827682189,10.553687966979453,7.371607347294576,21.687581569762074,23.219794826702167,26.284221340582352,12.494302028121522,10.962088771181431,7.897662257301246,,,,,,,
2007-11-14,25.98,16.92688095238095,17.093746031746033,,21.714329377835487,23.310145519653666,26.50177780329002,12.139432526926417,10.543616385108237,7.351984101471881,21.69894441304679,23.23401054014704,26.30414279434754,12.488547650445277,10.953481523345026,7.883349269144523,,,,,,,
2007-11-15,25.87,16.93579365079365,17.096550264550263,,21.73715501199099,23.337608799056767,26.53851637318833,12.134432289596308,10.533978502530529,7.333070928398968,21.710137030184388,23.247999285395764,26.323723795818513,12.482963498916138,10.945101243704764,7.869376733282014,,,,,,,
2007-11-16,25.86,16.9445873015873,17.099820105820104,,21.759867256295056,23.364960574530976,26.575147211002815,12.129307346879546,10.524214028643627,7.3140273921717895,21.72244746784054,23.26332325518068,26.34507482986097,12.477192743799671,10.936316956459528,7.8545653817792385,,,,,,,
2007-11-19,25.87,16.953166666666664,17.103264550264548,,21.782532704506657,23.39232138378666,26.611898742346654,12.12380062882667,10.51401194954667,7.2944345909866755,21.735131081387735,23.27908659176213,26.366997612510925,12.47139801914136,10.927442508766964,7.839531488018171,,,,,,,
2007-11-20,25.32,16.961230158730157,17.10632275132275,,21.80292301781537,23.41682063751044,26.64461587690058,12.119537299644943,10.505639679949873,7.277844440559731,21.746097674786633,23.292689315941264,26.38587259825052,12.466547827858866,10.919956186704237,7.826772904394982,,,,,,,
2007-11-21,24.35,16.968468253968254,17.108804232804232,,21.81966213054254,23.4367267560673,26.670856007116825,12.117274377393969,10.500209751869207,7.266080500819683,21.75447192778618,23.303027826113496,26.40013962276813,12.463136537822283,10.914580639494968,7.817468842840334,,,,,,,
2007-11-22,24.17,16.97547619047619,17.111074074074075,,21.835714508384562,23.455793947687354,26.695952826292938,12.115237872567816,10.495158433265026,7.254999554659442,21.762144783591047,23.312501686763373,26.41321549310802,12.460003364557103,10.909646461384778,7.808932655040131,,,,,,,
2007-11-23,24.53,16.983960317460316,17.113767195767196,,21.852859360122583,23.475825707676673,26.72175840278485,12.115061274798048,10.492094927243958,7.246162232135781,21.771185045471714,23.32365766203989,26.428602895176233,12.456349346062677,10.903876729494502,7.798931496358156,,,,,,,
2007-11-26,25.07,16.992809523809527,17.11695238095238,,21.871956392242097,23.49833868171962,26.751103260674668,12.113662655376956,10.487280365899434,7.234515786944387,21.78197668121058,23.336984781296643,26.447000981468776,12.451928080694183,10.896919980608116,7.786903780435985,,,,,,,
2007-11-27,24.92,17.00143650793651,17.120333333333335,,21.890478726651665,23.52015946622338,26.779520945366816,12.112394289221358,10.482713549649642,7.2233520705062055,21.792867041714203,23.35037827784116,26.46540075009507,12.447799624952467,10.89028838882551,7.7752659165715965,,,,,,,
2007-11-28,24.57,17.009841269841267,17.12359788359788,,21.907660424228222,23.540266809023873,26.805479578615177,12.112022115454312,10.479415730658662,7.2142029610673575,21.802988895202027,23.362785899070076,26.48237990680617,12.444206871993737,10.884409868125688,7.764815860389593,,,,,,,
2007-11-29,24.65,17.018103174603176,17.12569312169312,,21.92514774315898,23.560829266010913,26.832192311714785,12.111058606047372,10.47537708319544,7.20401403749157,21.81067046304723,23.372329576831937,26.495647804401344,12.44071578033901,10.879056666554307,7.755738438984899,,,,,,,
2007-11-30,25.21,17.026809523809522,17.127978835978837,,21.944639563285733,23.58391624311114,26.862469602761948,12.10897948433331,10.469702804507905,7.191149444857096,21.81945716522233,23.38328327497016,26.510935494465826,12.436500506735342,10.872674396987513,7.745022177491849,,,,,,,
2007-12-03,25.66,17.03568253968254,17.130259259259258,,21.965842960465118,23.609229767392645,26.8960033812477,12.10552211889996,10.462135311972435,7.175361698117381,21.828709241279398,23.39485923528611,26.527159223299535,12.43180927723912,10.865659283232407,7.733359295218982,,,,,,,
2007-12-04,25.63,17.044666666666668,17.13220634920635,,21.98683466376238,23.63422399612762,26.929002660858096,12.102498669570956,10.455109337205716,7.160330672475242,21.836864318013014,23.40508364094857,26.541522286819678,12.427548380399685,10.85932905746413,7.722890411593021,,,,,,,
2007-12-05,25.98,17.054126984126984,17.134132275132277,,22.009082864800064,23.660734825024427,26.964038745473147,12.099171103453903,10.447519143229542,7.144215222780822,21.845261443559604,23.41563783303538,26.556390611986927,12.42300310670495,10.852626717229175,7.711873938277625,,,,,,,
2007-12-06,26.05,17.063539682539684,17.135767195767194,,22.03157279852528,23.687583837187145,26.999605914510873,12.09550656655409,10.439495527892223,7.127473450568495,21.852650622206202,23.42494509768587,26.56953404864521,12.418883769328186,10.846589293848517,7.70200034288918,,,,,,,
2007-12-07,26.14,17.07276984126984,17.137714285714285,,22.054409720015617,23.71495634626421,27.036049598761394,12.091129962524061,10.430583336275468,7.109490083778283,21.861249643893228,23.435761429952876,26.58478500207217,12.414178927535342,10.839667141475694,7.6906435693564,,,,,,,
2007-12-10,26.08,17.082071428571428,17.13927513227513,,22.07690673658693,23.741851839258764,27.071742044602434,12.087236120555925,10.422291017884092,7.092400812540422,21.868361445022227,23.44472354927126,26.597447757769324,12.410188819528035,10.833826715279002,7.681102506780936,,,,,,,
2007-12-11,26.68,17.09179365079365,17.141021164021165,,22.101806447208727,23.77181071268042,27.111819243623803,12.081780854378575,10.411776588906882,7.071768057963499,21.876660705174487,23.455207218892262,26.612300246327813,12.405381622867843,10.826835109150068,7.669742081714519,,,,,,,
2007-12-12,27.69,17.10225396825397,17.143148148148146,,22.131051408113528,23.80731722140005,27.15984884797309,12.073456528394408,10.397190715107886,7.044659088534846,21.887412598155912,23.468834081491835,26.63167704816368,12.398883698140379,10.817462214804458,7.654619248132612,,,,,,,
2007-12-13,27.23,17.11226984126984,17.145015873015872,,22.15813802598759,23.84009408756017,27.204006210705337,12.06640165655209,10.384445594979507,7.020533471834341,21.896649016320254,23.48052673075505,26.64828215962464,12.393382729711488,10.809505015276695,7.641749586407105,,,,,,,
2007-12-14,27.19,17.122158730158727,17.146571428571427,,22.184956921580373,23.87255631872092,27.247755113002018,12.059360538737081,10.371761141596533,6.996562347315436,21.904519383953467,23.49050203574748,26.662467339335507,12.388623473189387,10.802640821395375,7.630675517807347,,,,,,,
2007-12-17,25.97,17.131158730158727,17.147449735449737,,22.206643724695,23.898472056207087,27.282128719231267,12.055673735622456,10.363845404110368,6.980188741086186,21.908718138837138,23.495807606632937,26.66998654222454,12.386181332062336,10.799091864266535,7.624912928674934,,,,,,,
2007-12-18,25.81,17.140087301587304,17.148476190476188,,22.227637287165123,23.92348728235773,27.31518727274294,12.052537316009484,10.356687320816878,6.964987330431667,21.913476243287278,23.501809594224305,26.678476296098367,12.383476137665099,10.79514278672807,7.618476084854009,,,,,,,
2007-12-19,25.85,17.148999999999997,17.149592592592594,,22.24872672608042,23.948635634773897,27.348453452160847,12.049273273919573,10.349364365226098,6.949546547839148,21.91862370096613,23.50830073709064,26.687654809339662,12.380561484219058,10.790884448094548,7.611530375845524,,,,,,,
2007-12-20,25.92,17.157992063492063,17.150719576719577,,22.27001832573048,23.97402707980995,27.382044587968895,12.045965801253647,10.341957047174175,6.933939539015231,21.923847792420798,23.51489053098787,26.696976008122014,12.377591361018357,10.786548622451285,7.604463145317139,,,,,,,
2007-12-24,26.91,17.16773015873016,17.152285714285714,,22.29522733748768,24.00439306374019,27.422724516245204,12.040232979972636,10.331067253720128,6.912735801215113,21.931524936712897,23.524604677521957,26.710764159140076,12.373046491858533,10.779966751049471,7.593807269431352,,,,,,,
2007-12-26,27.29,17.177809523809522,17.153772486772485,,22.321955112156406,24.036670308272036,27.46610070050329,12.033663935462638,10.31894873934701,6.889518347115754,21.939122998025937,23.53423983511042,26.724473509279385,12.368421975519034,10.773305138434552,7.5830714642655845,,,,,,,
2007-12-27,27.36,17.18784126984127,17.15510582010582,,22.348896977689876,24.069248880306073,27.509952685538476,12.02678556199267,10.30643365937647,6.8657298541440674,21.94606410569677,23.543050200893752,26.737022391287717,12.364147534514872,10.767161439317888,7.573189248923924,,,,,,,
2007-12-28,27.35,17.197761904761904,17.15635978835979,,22.37570194548833,24.10168195906381,27.55364198621476,12.019821864035476,10.29384185046,6.841881823309048,21.952623564954692,23.551378157152993,26.748887341549597,12.360096011764888,10.761341419566588,7.5638322351699845,,,,,,,
2007-12-31,27.62,17.207857142857144,17.158037037037037,,22.4035786354459,24.135485799642154,27.599300128034656,12.012135650268387,10.280228486072133,6.816414157679629,21.96128468325056,23.562367231988404,26.76453232946409,12.35478939082351,10.753706842085668,7.551541744609985,,,,,,,
2008-01-01,27.64,17.218039682539683,17.159608465608464,,22.431436443078102,24.169235363257574,27.64483320361652,12.004642922001263,10.266844001821791,6.791246161462844,21.96947722189182,23.572766807319606,26.77934597817518,12.349739709325107,10.746450123897322,7.539870953041751,,,,,,,
2008-01-02,27.8,17.22833333333333,17.162174603174602,,22.459890938499463,24.20374347355484,27.691448543665594,11.9967757281672,10.252923193111823,6.76521812300107,21.98189877179641,23.588473494670346,26.801622940418216,12.342450434552795,10.73587571167886,7.522726265930988,,,,,,,
2008-01-03,27.8,17.238555555555557,17.164910052910052,,22.488238146285727,24.238132343195783,27.737920737015898,11.988872964825386,10.23897876791533,6.739190374095216,21.9949103777774,23.60491048606652,26.824910702644754,12.334909728042701,10.724909619753586,7.5049094031753505,,,,,,,
2008-01-04,28.23,17.249198412698416,17.167851851851854,,22.51838861348218,24.27478534707677,27.787578814265945,11.980008211914651,10.223611478320063,6.710818011130886,22.009196760822498,23.622978397146046,26.85054166979314,12.32650694288121,10.712725306557662,7.485162033910566,,,,,,,
2008-01-07,28.25,17.25988888888889,17.17067724867725,,22.548507474951638,24.311380336972555,27.837126061014384,11.971270302826145,10.20839744080523,6.682651716763399,22.023059512194724,23.64052026670055,26.875441775712197,12.318294985159778,10.700834230653953,7.465912721642306,,,,,,,
2008-01-08,28.29,17.270666666666664,17.173338624338623,,22.57868265282318,24.34802131487535,27.886698638979695,11.962650680510148,10.193312018457977,6.654634694353634,22.036331452378732,23.657329061725434,26.89932428041884,12.310345796298513,10.689348186951811,7.447352968258405,,,,,,,
2008-01-09,28.22,17.281420634920636,17.176132275132275,,22.608421823464013,24.384088886311808,27.935423012007394,11.954419446377257,10.178752383529464,6.627418257833877,22.049983049019087,23.67459997364802,26.923833822905898,12.302281501245464,10.677664576616527,7.428430727358652,,,,,,,
2008-01-10,27.7,17.29168253968254,17.178455026455026,,22.635783979029625,24.417151125478654,27.97988541837671,11.947581100335455,10.166213953886427,6.603479660988372,22.06123208515183,23.688824438050762,26.944009143848632,12.295677967758223,10.66808561485929,7.41290090906142,,,,,,,
2008-01-11,27.86,17.301984126984127,17.18073015873016,,22.663736689304017,24.450987543410644,28.025489251623902,11.940231564664238,10.15298071055761,6.57847900234435,22.072446949583327,23.70301921320105,26.96416374043649,12.289013367876993,10.658441104259271,7.397296577023829,,,,,,,
2008-01-14,27.89,17.312492063492066,17.18305291005291,,22.691704031872902,24.484774687999845,28.07091600025374,11.933280095111229,10.140209438984284,6.554068126730392,22.083861263800976,23.71746404838367,26.984669617549045,12.282244556304844,10.648641771722156,7.3814362025567775,,,,,,,
2008-01-15,27.3,17.322603174603174,17.185142857142857,,22.71708355156146,24.51524367721422,28.111563928519743,11.928122797644889,10.129962671992129,6.533642420686606,22.093760411746253,23.729966263280716,27.00237796634965,12.276525302539461,10.640319451004999,7.3679077479360675,,,,,,,
2008-01-16,26.67,17.33215873015873,17.18688888888889,,22.739875867497503,24.542448246610427,28.14759300483627,11.924441592819962,10.121869213707038,6.516724455481192,22.10177562355642,23.74007120177893,27.01666235822395,12.272002154221362,10.63370657599885,7.357115419553832,,,,,,,
2008-01-17,25.47,17.340690476190478,17.188068783068783,,22.758198976469004,24.564035143228512,28.17570747674753,11.923181975911952,10.117345809152443,6.505673475633426,22.10682755790836,23.746413816188216,27.025586332747935,12.269310008229207,10.629723749949347,7.350551233389631,,,,,,,
2008-01-18,24.49,17.348412698412698,17.188656084656085,,22.773235909928964,24.58151031376772,28.19805912144523,11.923589486896432,10.115315083057677,6.4987662753801665,22.10922797452937,23.749418604487136,27.029799864402662,12.268084194782798,10.627893564825033,7.347512304909509,,,,,,,
2008-01-21,22.33,17.35443650793651,17.187978835978836,,22.78221834831739,24.591478961777682,28.21000018869827,11.926654667555628,10.117394054095335,6.498872827174747,22.106758972323178,23.746352351104626,27.025539108667523,12.269198699634492,10.629605320853045,7.350418563290148,,,,,,,
2008-01-22,20.96,17.35948412698413,17.186666666666667,,22.788151770455137,24.59770765161214,28.216819413926146,11.93081648351312,10.121260602356116,6.502148840042111,22.102435548039825,23.74102517516421,27.018204429412982,12.27089778529351,10.632308158169124,7.355128903920351,,,,,,,
2008-01-23,22.26,17.365547619047618,17.18614285714286,,22.796924576975652,24.60738356295166,28.228301534903686,11.934170661119584,10.123711675143573,6.50279370319155,22.100575761553127,23.738720063023216,27.015008665963393,12.27170995273259,10.6335656512625,7.357277048322322,,,,,,,
2008-01-24,21.52,17.370968253968254,17.18547619047619,,22.80400066480828,24.615011468421624,28.237033075648313,11.937935843128226,10.126925039514884,6.504903432288197,22.09839287170365,23.736031765446132,27.011309552931102,12.272559509248733,10.63492061550625,7.359642828021277,,,,,,,
2008-01-25,22.88,17.377603174603177,17.185661375661375,,22.814279977331516,24.626505578240963,28.25095678005986,11.940926371874838,10.128700770965391,6.504249569146497,22.099046387809018,23.736841391858228,27.012431399956657,12.272276363513734,10.634481359464521,7.358891351366093,,,,,,,
2008-01-28,22.6,17.384174603174603,17.185920634920635,,22.823787719992787,24.636992092265515,28.26340083681097,11.94456148635642,10.131357114083691,6.504948369538237,22.099919639192326,23.737919307282887,27.013918643464017,12.271921630648944,10.633921962558382,7.357922626377254,,,,,,,
2008-01-29,22.55,17.390904761904764,17.186248677248678,,22.833087267150404,24.647148102232286,28.275269772396047,11.948722256659122,10.134661421577242,6.506539751413481,22.10100713572327,23.7392599552148,27.01576559419786,12.271490218774087,10.633237399282557,7.356731760299494,,,,,,,
2008-01-30,22.02,17.397119047619046,17.18651851851852,,22.841129378868665,24.655799489285204,28.28513971011828,11.953108716369428,10.138438605952889,6.509098385119811,22.101842861515525,23.740284309181195,27.017167204512532,12.271194175521511,10.632752727855841,7.355869832524505,,,,,,,
2008-01-31,21.97,17.403388888888887,17.187312169312168,,22.849006215411038,24.66421199091842,28.294623541933184,11.957771562366737,10.142565786859354,6.512154235844589,22.10410227015666,23.74303230377149,27.020892371001153,12.270522068467677,10.631592034852847,7.353731967623185,,,,,,,
2008-02-01,22.68,17.41025396825397,17.188222222222223,,22.85856226332244,24.674665028345267,28.306870558390912,11.961945673185497,10.14584290816267,6.513637378117023,22.10694207950315,23.746515365263456,27.025661936784076,12.269502364941296,10.62992907918099,7.350782507660371,,,,,,,
2008-02-04,23.31,17.417539682539683,17.189719576719575,,22.86977948063677,24.687192746669133,28.322019278733855,11.965299884442597,10.147886618410235,6.5130600863455115,22.111663450146864,23.752311407955958,27.033607323574152,12.267775703292287,10.627127745483191,7.3458318298649985,,,,,,,
2008-02-05,23.4,17.424753968253967,17.19110052910053,,22.88126428237379,24.70010105374707,28.33777459649362,11.96824365413414,10.149406882760864,6.511733340014313,22.116141254937297,23.757821496882883,27.04118198077406,12.266059803263767,10.624379561318179,7.341019077427003,,,,,,,
2008-02-06,22.71,17.431420634920634,17.192153439153437,,22.890906688509848,24.710735373039586,28.35039274209906,11.971934581331421,10.152105896801682,6.512448527742206,22.119370672955295,23.761776417555915,27.046587906757154,12.264936205351578,10.622530460750959,7.3377189715497195,,,,,,,
2008-02-07,21.9,17.43752380952381,17.19278306878307,,22.8985716813097,24.718920971904996,28.35961955309559,11.97647593773792,10.156126647142624,6.51542806595203,22.1211832159697,23.763983265031914,27.049583363156337,12.264382921596436,10.621582872534223,7.335982774409802,,,,,,,
2008-02-08,21.85,17.443420634920635,17.193455026455027,,22.90615697187189,24.727069084188976,28.368893308823147,11.980684297969379,10.159772185652294,6.517947961018125,22.12308948052231,23.7663009652114,27.05272393458959,12.263820572387745,10.620609087698652,7.3341861183204635,,,,,,,
2008-02-11,20.72,17.448484126984127,17.19348677248677,,22.91139588658611,24.732366473120102,28.374307646188093,11.985572367382144,10.164601780848152,6.522660607780162,22.123171916521052,23.766400297865808,27.05285706055533,12.263801628452493,10.620573247107734,7.334116484418214,,,,,,,
2008-02-12,20.64,17.453579365079364,17.193566137566137,,22.916446952920197,24.73740281553381,28.37931454076103,11.99071177723853,10.169755914624918,6.527844189397696,22.123373471979207,23.766642583450228,27.053180806392277,12.263758803153067,10.620489691682046,7.333951468739999,,,,,,,
2008-02-13,21.03,17.45899206349206,17.193873015873017,,22.922224903286846,24.743302516551772,28.38545774308163,11.995759223697277,10.174681610432351,6.5325263839024945,22.124177285523444,23.767612042073587,27.054481555173872,12.263568746222589,10.620133989672446,7.333264476572163,,,,,,,
2008-02-14,22.19,17.465357142857144,17.194857142857146,,22.930472874749828,24.752178118714056,28.395588606642512,12.00024141096446,10.178536167000232,6.535125679071777,22.126987988389928,23.771031603567522,27.059118833922707,12.262726297324365,10.61868268214677,7.330595451791584,,,,,,,
2008-02-15,22.62,17.47215873015873,17.19578306878307,,22.939701525281457,24.762215790322365,28.407244320404182,12.004615935036002,10.182101669995093,6.537073139913275,22.129836342966804,23.774520767694717,27.063889617150544,12.261729794599331,10.61704536987142,7.327676520415594,,,,,,,
2008-02-18,22.51,17.47863492063492,17.196656084656084,,22.9487232359401,24.77208600770849,28.418811551245277,12.008546605329741,10.18518383356135,6.538458290024563,22.132497000079006,23.77777730521998,27.06833791550193,12.26081516923316,10.615534864092186,7.324974253810236,,,,,,,
2008-02-19,22.52,17.485103174603175,17.197941798941798,,22.95775540495091,24.781972815066823,28.430407635298643,12.012450944255441,10.188233534139528,6.539798713907706,22.13619089232588,23.782273923453907,27.074439985709965,12.259692705557715,10.61360967442969,7.321443612173633,,,,,,,
2008-02-20,21.98,17.491095238095237,17.199126984126984,,22.965514705598995,24.790321194766914,28.43993417310275,12.01667577059148,10.19186928142356,6.542256303087724,22.139353928563335,23.786096243375454,27.079580872999685,12.258900039690634,10.612157724878514,7.318673095254281,,,,,,,
2008-02-21,22.14,17.497198412698413,17.200338624338627,,22.973627982837172,24.799104506216757,28.45005755297593,12.020768842559654,10.19529231918007,6.5443392724208955,22.14266059479988,23.7901012516203,27.084982565261136,12.258016653877373,10.610575997056955,7.315694683416121,,,,,,,
2008-02-22,21.79,17.503015873015872,17.20110052910053,,22.98093999009479,24.80691469578776,28.458864107173703,12.025091755936955,10.199117050243984,6.54716763885804,22.144765119951224,23.792653316901458,27.08842971080192,12.257435938249834,10.6095477412996,7.313771347399138,,,,,,,
2008-02-25,22.17,17.509095238095238,17.202142857142857,,22.989103001846587,24.81577225643037,28.469110765597936,12.02908747434389,10.202418219760105,6.54907971059254,22.147697772301868,23.796216077354874,27.093252687460883,12.256587941983845,10.60806963693084,7.311033026824832,,,,,,,
2008-02-26,22.47,17.515563492063492,17.20321164021164,,22.997916774891003,24.82536786916684,28.48027005771851,12.033210209235984,10.205759114960147,6.550856926408475,22.150837328703755,23.80004589153446,27.09846301719587,12.255585951719528,10.606377388888824,7.3079602632274145,,,,,,,
2008-02-27,22.46,17.5220873015873,17.204185185185185,,23.006667304694094,24.834860639063027,28.49124730780089,12.03750729848051,10.209313964111576,6.552927295373715,22.153731340228436,23.803580058576188,27.103277495271687,12.254639030141934,10.604790311794183,7.305092875098683,,,,,,,
2008-02-28,22.53,17.528634920634918,17.205111111111112,,23.01557909094973,24.844560481054664,28.50252326126454,12.041690750320107,10.212709360215172,6.554746580005297,22.156531118542784,23.80700445435334,27.107951125974456,12.25369110367944,10.603217767868884,7.302271096247768,,,,,,,
