Date,P/E,SMA_5_Years,sma_7_5_years,sma_10_years,1.5sd_5SMA_POS,2sd_5SMA_POS,3sd_5SMA_POS,1.5sd_5SMA_NEG,2sd_5SMA_NEG,3sd_5SMA_NEG,1.5sd_7_5_SMA_POS,2sd_7_5SMA_POS,3sd_7_5SMA_POS,1.5sd_7_5SMA_NEG,2sd_7_5SMA_NEG,3sd_7_5SMA_NEG,1.5sd_10_SMA_POS,2sd_10SMA_POS,3sd_10SMA_POS,1.5sd_10SMA_NEG,2sd_10SMA_NEG,3sd_10SMA_NEG,signals
2012-11-07,18.78,19.937095238095235,19.352132275132274,18.32501587301587,24.980236699296373,26.66128385303009,30.023378160497515,14.893953776894097,13.212906623160382,9.850812315692957,24.194194552098075,25.808215311086677,29.03625682906388,14.51006999816647,12.89604923917787,9.668007721200667,23.672714223642412,25.455280340517927,29.020412574268953,12.977317522389331,11.194751405513816,7.629619171762791,0
2012-11-08,18.61,19.931920634920633,19.35413227513228,18.326761904761906,24.970588185452677,26.65014403563002,30.009255735984716,14.893253084388592,13.213697234211244,9.85458553385655,24.193745519822002,25.806949934718578,29.033358764511725,14.514519030442557,12.901314615545981,9.674905785752834,23.673052044723217,25.455148758043656,29.01934218468453,12.980471764800594,11.198375051480157,7.634181624839282,0
2012-11-09,18.43,19.926968253968255,19.356100529100534,18.328400793650793,24.962047872110908,26.640407744825126,29.99712749025356,14.891888635825602,13.213528763111384,9.856809017682949,24.193163183798692,25.805517402031413,29.03022583849685,14.519037874402375,12.906683656169655,9.681975219704217,23.67333657224078,25.454981831770777,29.018272350830767,12.983465015060807,11.20181975553081,7.63852923647082,0
2012-11-12,17.95,19.920761904761903,19.357894179894178,18.32988492063492,24.950464711992176,26.627032314402264,29.980167519222448,14.891059097531631,13.214491495121543,9.86135629030136,24.19236667655874,25.803857508780265,29.02683917322331,14.523421683229614,12.91193085100809,9.688949186565049,23.673414788888863,25.454591411640173,29.0169446571428,12.986355052380981,11.205178429629669,7.642825184127041,0
2012-11-13,17.9,19.914563492063493,19.359751322751322,18.33134523809524,24.93902617834151,26.613847073767516,29.963488864619528,14.890100805785476,13.21527991035947,9.865638119507459,24.19144375158534,25.802007894530014,29.02313618041936,14.528058893917303,12.91749475097263,9.696366465083283,23.67347817772329,25.45418915759931,29.01561111735134,12.989212298467187,11.20850131859117,7.647079358839136,0
2012-11-15,17.78,19.908674603174603,19.361407407407405,18.332686507936508,24.92896991003531,26.60240167898888,29.949265216896016,14.888379296313897,13.214947527360327,9.868083989453188,24.190672078279913,25.800426968570747,29.01993674915242,14.532142736534897,12.922387846244062,9.70287806566239,23.67355224350655,25.453840822029893,29.014417979076587,12.991820772366468,11.211532193843123,7.650955036796429,0
2012-11-16,17.62,19.90334920634921,19.36304761904762,18.33395634920635,24.921090439655433,26.59367085075751,29.938831672961655,14.885607973042983,13.213027561940908,9.86786673973676,24.189794414043725,25.798710012375757,29.016541209039826,14.536300824051517,12.927385225719483,9.709554029055415,23.67358391843672,25.45345977484684,29.013211487667085,12.99432877997598,11.214452923565858,7.654701210745612,0
2012-11-19,17.61,19.89870634920635,19.36498412698413,18.335214285714287,24.915126494360244,26.587266542744878,29.93154663951414,14.882286204052456,13.210146155667823,9.865866058898561,24.188492803351807,25.796329028807698,29.012001479719483,14.541475450616453,12.93363922516056,9.717966774248776,23.673616994893152,25.453084564619438,29.012019704072017,12.996811576535421,11.217344006809135,7.658408867356558,0
2012-11-20,17.61,19.89420634920635,19.367026455026455,18.336472222222223,24.909518327627516,26.581288987101242,29.924830306048687,14.878894370785181,13.207123711311457,9.863582392364012,24.18702042532923,25.79368508209682,29.007014395632005,14.54703248472368,12.940367827956088,9.727038514420906,23.673649122888477,25.45270808977723,29.010826023554735,12.99929532155597,11.220236354667218,7.662118420889714,0
2012-11-21,17.74,19.888817460317462,19.369195767195766,18.33779365079365,24.901119895662426,26.57188737411075,29.913422331007393,14.876515024972496,13.205747546524174,9.864212589627531,24.18546169587717,25.790883672104304,29.001727624558573,14.552929838514363,12.947507862287228,9.73666390983296,23.673709721818298,25.452348412159846,29.009625792842947,13.001877579769001,11.223238889427453,7.6659615087443544,0
2012-11-22,17.79,19.88336507936508,19.37131746031746,18.33915873015873,24.89238679306439,26.562060697630827,29.9014085067637,14.874343365665771,13.204669461099334,9.865321651966461,24.18402654256945,25.78826290332011,28.996735624821433,14.558608378065472,12.95437201731481,9.745899295813485,23.67376835598156,25.451971564589172,29.008377981804394,13.004549104335897,11.226345895728286,7.669939478513063,0
2012-11-23,17.78,19.877626984126984,19.373386243386246,18.34054761904762,24.88274045043252,26.5511116058677,29.88785391673806,14.872513517821446,13.204142362386268,9.867400051515908,24.182661352123173,25.78575305503548,28.991936460860103,14.56411113464932,12.96101943173701,9.754836025912391,23.67380343013559,25.451555367164914,29.00705924122356,13.00729180795965,11.229539870930324,7.6740359968716785,0
2012-11-26,17.82,19.87147619047619,19.37542328042328,18.341984126984126,24.87154952767813,26.53824064007878,29.871622864880074,14.871402853274251,13.204711740873602,9.87132951607231,24.18137954775576,25.78336497019992,28.98733581508824,14.5694670130908,12.96748159064664,9.763510745758321,23.673826359768604,25.451107104030093,29.00566859255308,13.01014189419965,11.232861149938158,7.678299661415174,0
2012-11-27,18.11,19.86493650793651,19.377603174603177,18.34359523809524,24.858049160216417,26.52242004430972,29.851161812496326,14.8718238556566,13.2074529715633,9.878711203376692,24.18016154054886,25.78101432919742,28.982719906494538,14.575044808657497,12.974192020008937,9.772486442711816,23.67389821799342,25.450665877959473,29.004201197891593,13.013292258197064,11.236524598231005,7.682989278298887,0
2012-11-29,18.42,19.8589126984127,19.380021164021162,18.345416666666665,24.845628866802237,26.507867589598753,29.83234503519178,14.872196530023158,13.209957807226644,9.885480361633618,24.178901492563778,25.77852826874465,28.977781821106394,14.581140835478546,12.981514059297675,9.78226050693593,23.674012223995692,25.450210743105366,29.00260778132472,13.016821109337638,11.240622590227964,7.688225552008612,0
2012-11-30,18.59,19.853238095238098,19.382708994708995,18.347226190476192,24.834034344258395,26.494299760598494,29.814830593278693,14.8724418462178,13.212176429877701,9.8916455971975,24.177387025940767,25.775613036351356,28.972065057172536,14.588030963477225,12.989804953066635,9.793352932245455,23.67426500735509,25.449944612981387,29.001303824233986,13.020187373597295,11.244507767970997,7.6931485567184,0
2012-12-03,18.56,19.84761111111111,19.38535978835979,18.348936507936507,24.82266858410693,26.481021075105534,29.797726057102743,14.872553638115292,13.214201147116686,9.897496165119476,24.175892720781164,25.772737031588292,28.966425653202542,14.594826855938413,12.997982545131286,9.804293923517037,23.674570914552003,25.449782383423837,29.0002053211675,13.023302101321011,11.248090632449179,7.697667694705515,0
2012-12-04,18.62,19.84180158730159,19.388190476190477,18.350666666666665,24.810451379474785,26.46666797686585,29.77910117164798,14.873151795128393,13.216935197737328,9.9045020029552,24.174142931895158,25.769460417130052,28.960095387599843,14.602238020485796,13.006920535250902,9.816285564781113,23.67490433610059,25.449650225911896,28.999142005534512,13.026428997232742,11.251683107421433,7.702191327798818,0
2012-12-05,18.66,19.836317460317463,19.391015873015874,18.352329365079363,24.799307404423253,26.45363738579185,29.762297348529042,14.873327516211674,13.218997534843078,9.910337572105885,24.172448137567088,25.76625889241749,28.9538804021183,14.60958360846466,13.015772853614257,9.828151343913447,23.675311106626644,25.449638353809075,28.99829284817393,13.02934762353208,11.255020376349652,7.706365881984798,0
2012-12-06,18.75,19.831111111111113,19.393873015873016,18.354027777777777,24.788910267809374,26.441509986708795,29.746709424507635,14.873311954412852,13.220712235513432,9.91551279771459,24.170806913785235,25.76311821308931,28.947740811697457,14.616939117960797,13.024627818656722,9.840005220048576,23.67575742772242,25.4496673110373,28.99748707766706,13.032298127833133,11.258388244518255,7.710568477888492,0
2012-12-07,18.68,19.82586507936508,19.396613756613757,18.35563492063492,24.77852325022864,26.42940930718316,29.731181421092202,14.873206908501519,13.222320851547,9.92054873763796,24.169276662850365,25.760164298262566,28.941939569086973,14.623950850377149,13.033063214964947,9.851287944140541,23.676208965197244,25.449733646718016,28.996783009759568,13.035060876072595,11.261536194551821,7.714486831510271,0
2012-12-10,18.69,19.820920634920636,19.399285714285714,18.357246031746033,24.769122043314717,26.41852251277941,29.7173234517088,14.872719226526554,13.22331875706186,9.924517818132472,24.16787232527091,25.75740119559931,28.93645893625611,14.630699103300518,13.041170232972117,9.86211249231532,23.67666367728281,25.44980289246174,28.99608132281959,13.037828386209254,11.264689171030327,7.718410740672475,0
2012-12-11,18.66,19.81607142857143,19.40190476190476,18.358853174603176,24.76008597965075,26.408090830010522,29.70410053073007,14.87205687749211,13.224052027132336,9.92804232641279,24.16651388723915,25.754716929017285,28.931123012573543,14.637295636570368,13.049092594792235,9.872686511235974,23.677098919191174,25.449847500720505,28.99534466377917,13.040607430015179,11.267858848485847,7.722361685427181,0
2012-12-12,18.62,19.811349206349206,19.40441798941799,18.360468253968254,24.75153112709633,26.39825843401204,29.691713047843457,14.87116728560208,13.224439978686373,9.930985364854957,24.165275465535096,25.75222795757413,28.926132941652206,14.643560513300883,13.056608021261848,9.882703037183775,23.67750076270861,25.449844932288727,28.994533271448965,13.043435745227898,11.271091575647779,7.726403236487542,0
2012-12-13,18.51,19.806261904761904,19.406899470899468,18.362055555555553,24.74202167524743,26.387274932075936,29.67778144573295,14.87050213427638,13.225248877447871,9.934742363790857,24.163952907134444,25.74963738587944,28.921006343369424,14.64984603466449,13.064161555919497,9.892792598429512,23.677843940194087,25.449773401740263,28.993632324832618,13.046267170917021,11.274337709370844,7.730478786278489,0
2012-12-14,18.6,19.800404761904762,19.40946031746032,18.363642857142857,24.729515333300878,26.372552190432916,29.658625904696997,14.871294190508646,13.228257333376607,9.942183619112528,24.16259999261549,25.746979884333882,28.915739667770666,14.656320642305147,13.071940750586755,9.903180967149973,23.678246263935392,25.44978073286624,28.99284967072793,13.04903945035032,11.277504981419472,7.734436043557782,0
2012-12-17,18.53,19.794579365079368,19.411957671957673,18.365186507936507,24.717292130589726,26.358196385759847,29.640004896100084,14.87186659956901,13.23096234439889,9.949153834058652,24.161262683797823,25.744364354411204,28.910567695637972,14.662652660117523,13.079550989504142,9.913347648277375,23.678626437733545,25.449773080999226,28.992066367530583,13.051746578139468,11.280599934873788,7.738306648342428,0
2012-12-18,18.65,19.788857142857143,19.414534391534392,18.366722222222222,24.705118027502767,26.343871655717976,29.62137891214839,14.87259625821152,13.233842629996312,9.956335373565896,24.159931533975588,25.741730581455982,28.90532867641678,14.669137249093199,13.0873382016128,9.923740106652005,23.679087993171994,25.449876583488585,28.991453764121765,13.05435645127245,11.28356786095586,7.741990680322678,0
2012-12-19,18.76,19.783214285714287,19.417068783068782,18.368190476190478,24.692934486521693,26.32950788679083,29.6026546873291,14.87349408490688,13.236920684637745,9.963773884099474,24.15879652247714,25.739372435613262,28.9005242618855,14.675341043660422,13.094765130524303,9.933613304252063,23.679649469655065,25.450135800809925,28.99110846311965,13.05673148272589,11.286245151571029,7.745272489261303,0
2012-12-20,18.71,19.777968253968254,19.419666666666664,18.369599206349207,24.682309447989518,26.31708984599661,29.586650642010785,14.873627059946989,13.238846661939899,9.969285865925723,24.157491178236814,25.736766015426863,28.895315689806964,14.681842155096515,13.102567317906466,9.944017643526365,23.680202106364412,25.45040307303615,28.99080500637962,13.058996306334,11.288795339662265,7.748393406318794,0
2012-12-21,18.5,19.773325396825395,19.422185185185185,18.370896825396827,24.674149355755933,26.307757342066115,29.574973314686474,14.872501437894858,13.238893451584676,9.971677478964319,24.156057891988482,25.734015460922915,28.88993059879178,14.688312478381889,13.110354909447455,9.954439771578592,23.68067178287891,25.45059676870627,28.99044674036099,13.061121867914744,11.291196882087384,7.751346910432662,0
2012-12-24,18.52,19.76884126984127,19.424714285714284,18.372158730158727,24.66642137236753,26.298948073209615,29.56400147489379,14.871261167315012,13.238734466472927,9.973681064788753,24.154624260232787,25.731260918405617,28.884534234751285,14.694804311195783,13.11816765302295,9.964894336677283,23.68116250026676,25.4508304236361,28.990166270374786,13.063154960050698,11.293487036681354,7.754151189942668,0
2012-12-26,18.68,19.764198412698416,19.427333333333337,18.374079365079364,24.65785238985378,26.2890703822389,29.55150636700914,14.870544435543053,13.239326443157932,9.976890458387691,24.153226498052646,25.72852421962575,28.879119662771956,14.701440168614027,13.126142447040923,9.975547003894716,23.681362134511794,25.45045639098927,28.98864490394422,13.066796595646935,11.297702339169458,7.759513826214507,0
2012-12-27,18.57,19.759039682539683,19.429814814814815,18.3759246031746,24.647805114710025,26.27739359210014,29.536570546880366,14.870274250369341,13.240685772979226,9.981508818199,24.15191964453338,25.725954587772897,28.87402447425194,14.707709985096253,13.133675041856732,9.98560515537769,23.681540189495237,25.450078718268784,28.987155775815875,13.070309016853962,11.301770488080415,7.764693430533324,0
2012-12-28,18.69,19.75409523809524,19.432306878306882,18.377765873015875,24.638193274102193,26.266225952771173,29.522291310109143,14.869997202088287,13.241964523419304,9.985899166081335,24.15073198969471,25.723540360157315,28.869157101082536,14.713881766919055,13.141073396456447,9.995456655531228,23.681813572882437,25.44982947283796,28.985861272749,13.073718173149313,11.305702273193791,7.769670473282751,0
2012-12-31,18.68,19.749420634920636,19.434915343915346,18.379630952380953,24.62947978844057,26.25616617294721,29.5095389419605,14.869361481400704,13.24267509689406,9.989302327880772,24.149333141250032,25.720805740361595,28.86375093858472,14.72049754658066,13.149024947469098,10.006079749245973,23.682056882411167,25.449532192421238,28.984482812441378,13.077205022350741,11.309729712340669,7.774779092320529,0
2013-01-01,18.82,19.74479365079365,19.437492063492062,18.38144841269841,24.62060678265302,26.24587782660614,29.496419914512387,14.868980518934281,13.24370947498116,9.993167387074912,24.148154119426234,25.718374804737625,28.858816175360403,14.72683000755789,13.1566093222465,10.01616795162372,23.682446428566365,25.449445767189015,28.98344444443432,13.080450396830457,11.313451058207807,7.779452380962503,0
2013-01-02,18.96,19.739833333333333,19.440132275132278,18.383321428571428,24.610276850367676,26.233758022712458,29.48072036740202,14.869389816298991,13.245908643954209,9.998946299264647,24.147040663928053,25.716010126859977,28.85394905272383,14.733223886336502,13.164254423404577,10.026315497540725,23.682901698909927,25.44942845568943,28.982481969248425,13.083741158232929,11.317214401453429,7.78416088789443,0
2013-01-03,19.01,19.734555555555556,19.442857142857143,18.385119047619046,24.59865600324485,26.220022819141285,29.46275645093415,14.87045510786626,13.249088291969827,10.006354660176962,24.14584573660519,25.713508601187872,28.848834330353235,14.739868549109097,13.172205684526414,10.03687995536105,23.683447619618413,25.449557143618204,28.981776191617783,13.08679047561968,11.320680951619888,7.788461903620311,0
2013-01-04,19.03,19.72931746031746,19.445550264550267,18.386992063492062,24.587113715344096,26.206379133686305,29.444909970370727,14.871521205290827,13.252255786948616,10.013724950264194,24.14472253180009,25.711113287550035,28.843894799049917,14.746377997300442,13.179987241550501,10.047205730050617,23.683954968602812,25.449609270306397,28.980917873713565,13.090029158381313,11.324374856677728,7.7930662532705615,0
2013-01-07,18.94,19.723730158730156,19.448201058201057,18.388928571428572,24.574441700876225,26.191345548258248,29.425153243022294,14.873018616584087,13.256114769202064,10.02230707443802,24.143547009680404,25.708662326840184,28.83889296115975,14.75285510672171,13.18773978956193,10.057509155242364,23.68433764545137,25.449474003458974,28.97974671947417,13.093519497405772,11.328383139398172,7.7981104233829726,0
2013-01-08,18.98,19.718119047619048,19.450957671957674,18.390829365079366,24.56154717493565,26.176023217374517,29.404975302252254,14.874690920302445,13.260214877863579,10.031262792985844,24.142238306157655,25.705998517557646,28.833518940357635,14.759677037757694,13.195916826357701,10.068396403557713,23.68477996660387,25.44943016711204,28.978730568128377,13.09687876355486,11.332228563046693,7.802928162030355,0
2013-01-09,18.89,19.71236507936508,19.453560846560848,18.39256746031746,24.548297741405584,26.160275295419083,29.384230403446082,14.876432417324581,13.26445486331108,10.040499755284081,24.141064621318773,25.703565879571414,28.828568396076697,14.766057071802923,13.203555813550281,10.078553297045,23.6852677371519,25.449501162763383,28.97796801398634,13.099867183483017,11.335633757871534,7.807166906648574,0
2013-01-10,18.88,19.70665079365079,19.45616402116402,18.394361111111113,24.53520615749791,26.144724612113617,29.363761521345033,14.878095429803672,13.268576975187965,10.04954006595655,24.13987212186536,25.701108155432472,28.823580222566697,14.772455920462683,13.21121988689557,10.088747819761343,23.68570840150216,25.44949083163251,28.977055691893206,13.103013820720067,11.339231390589719,7.8116665303290205,0
2013-01-11,18.82,19.7004126984127,19.458735449735446,18.396103174603176,24.520097362355365,26.12665891700292,29.339782026298032,14.880728034470032,13.274166479822476,10.061043370527367,24.13865083431439,25.69862262917404,28.818566218893338,14.7788200651565,13.218848270296851,10.098904680577554,23.68613845642379,25.449483550364,28.97617373824441,13.10606789278256,11.342722798842354,7.816032610961944,0
2013-01-14,19.05,19.693555555555555,19.461407407407407,18.39790476190476,24.50145857677781,26.104092917185227,29.309361598000066,14.8856525343333,13.283018193925884,10.077749513111046,24.137548827936612,25.696262634779682,28.81369024846582,14.7852659868782,13.226552180035132,10.109124566348992,23.68670035226127,25.449632215713443,28.975495942617783,13.109109171548246,11.346177308096076,7.8203135811917335,0
2013-01-15,19.12,19.68711904761905,19.464068783068786,18.399694444444446,24.48450589131384,26.083634839212102,29.281892735008633,14.889732203924257,13.290603256025996,10.092345360229467,24.136547317109894,25.694040161790262,28.809025851151,14.79159024902768,13.234097404347311,10.119111714986573,23.687321637066475,25.44986403460715,28.9749488296885,13.112067251822419,11.349524854281743,7.824440059200391,0
2013-01-16,18.95,19.680579365079367,19.466703703703704,18.401369047619045,24.46756085635036,26.06322135344069,29.254542347621353,14.893597873808375,13.297937376718044,10.106616382537382,24.135365341947793,25.691585888029156,28.804026980191885,14.798042065459615,13.241821519378252,10.129380427215525,23.68788367810815,25.450055221604522,28.97439830859726,13.114854417129939,11.35268287363357,7.828339786640832,0
2013-01-17,19.07,19.675103174603176,19.469444444444445,18.403130952380952,24.4547576867638,26.04797585748401,29.234412198924424,14.895448662442552,13.302230491722344,10.115794150281928,24.13415548261319,25.68905916200277,28.798866520781935,14.8047334062757,13.24982972688612,10.140022368106955,23.68848098124913,25.450264324205186,28.973831010117305,13.117780923512775,11.355997580556716,7.832430894644599,0
2013-01-18,19.01,19.669706349206347,19.472148148148147,18.404896825396825,24.44239531796216,26.033291640880762,29.215084286717968,14.897017380450535,13.306121057531932,10.124328411694725,24.132922489092813,25.686513936074366,28.793696830037476,14.81137380720348,13.257782360221928,10.150599466258816,23.689029151720334,25.45040659382817,28.973161478043842,13.120764499073317,11.359387056965481,7.836632172749809,0
2013-01-21,18.97,19.664246031746032,19.474798941798944,18.406623015873016,24.42986314229068,26.018402179138896,29.19548025283533,14.898628921201382,13.310089884353168,10.133011810656734,24.131719777272085,25.6840267224298,28.788640612745226,14.817878106325804,13.26557116116809,10.160957270852665,23.68957080304932,25.45055339877476,28.972518590225626,13.123675228696712,11.362692632971276,7.840727441520407,0
2013-01-22,18.75,19.658555555555555,19.477275132275135,18.40827380952381,24.41697849056627,26.003119468903172,29.175401425576982,14.900132620544841,13.313991642207938,10.141709685534128,24.13052444530225,25.68160754964462,28.78377375832936,14.824025819248021,13.27294271490565,10.170776506220909,23.68999942135093,25.450574625293303,28.971725033178053,13.126548197696689,11.365972993754315,7.844822585869567,0
2013-01-23,18.76,19.6520873015873,19.479772486772486,18.40990873015873,24.400767534895902,25.98366094599877,29.149447768204503,14.9034070682787,13.32051365717583,10.154726834970097,24.129300861842083,25.679143653531945,28.778829236911676,14.830244111702891,13.280401320013027,10.180715736633296,23.690443401792628,25.450621625670596,28.97097807342653,13.129374058524832,11.369195834646863,7.848839386890932,0
2013-01-24,18.6,19.64519047619048,19.482185185185184,18.4115,24.383077956673255,25.96237378350085,29.120965437156034,14.9073029957077,13.328007168880108,10.169415515224923,24.128019528321815,25.676630976034026,28.77385387145845,14.836350842048553,13.287739394336342,10.19051649891192,23.690802938520687,25.45057058469425,28.970105877041377,13.132197061479314,11.37242941530575,7.8528941229586255,0
2013-01-25,18.77,19.638373015873018,19.484804232804233,18.413107142857143,24.365155739568564,25.940749980800412,29.09193846326411,14.911590292177472,13.335996050945623,10.184807568481926,24.126590328995754,25.673852361059595,28.768376425187277,14.843018136612713,13.295756104548872,10.201232040421191,23.691267480718025,25.450654260004985,28.969427818578907,13.134946804996261,11.375560025709301,7.856786467135381,0
2013-01-28,18.75,19.63154761904762,19.48732275132275,18.41465476190476,24.34721311820448,25.91910161792343,29.062878617361335,14.915882119890762,13.343993620171808,10.200216620733904,24.125301199016562,25.6712940149145,28.763279646710373,14.84934430362894,13.303351487731,10.211365855935126,23.6917498493753,25.45078154519881,28.968844936845837,13.137559674434222,11.378527978610709,7.860464586963683,0
2013-01-29,18.67,19.624444444444443,19.489740740740743,18.416150793650797,24.328165661558057,25.89607273392926,29.03188687867167,14.920723227330829,13.352816154959626,10.217002010217216,24.12407530174029,25.66885348874014,28.75840986273984,14.855406179741195,13.310627992741345,10.221071618741645,23.692205389697442,25.45089025504632,28.968259985744083,13.140096197604151,11.381411332255272,7.864041601557508,0
2013-01-30,18.66,19.61731746031746,19.492164021164022,18.41767857142857,24.308982356602808,25.872870655364594,29.000647252888157,14.92565256403211,13.361764265270326,10.23398766774676,24.122823322398055,25.666376422809396,28.753482623632085,14.861504719929991,13.317951619518649,10.23084541869596,23.692636803172586,25.450956213753926,28.967595034916602,13.142720339684555,11.384400929103215,7.867762107940539,0
2013-01-31,18.5,19.60993650793651,19.4944708994709,18.41913492063492,24.289056948845676,25.84876376248207,28.968177389754846,14.930816067027342,13.371109253390951,10.251695626118174,24.121569998017755,25.663936364200037,28.748669096564605,14.867371800924047,13.325005434741765,10.240272702377196,23.693003397240055,25.45095955610843,28.966871873845186,13.145266444029788,11.387310285161412,7.871397967424656,0
2013-02-01,18.42,19.602492063492065,19.496714285714287,18.420523809523807,24.269043043488505,25.82456003682065,28.935594023484946,14.935941083495624,13.38042409016348,10.269390103499186,24.120324208894942,25.661527516621828,28.743934132075598,14.873104362533631,13.331901054806746,10.249494439352976,23.693354921309975,25.450965291905366,28.966186033096147,13.147692697737638,11.390082327142249,7.874861585951468,0
2013-02-04,18.43,19.594714285714286,19.499063492063495,18.421956349206347,24.247239989864436,25.79808189124782,28.899765694014583,14.942188581564135,13.391346680180753,10.289662877413987,24.118911177772546,25.658860406342228,28.738758863481593,14.879215806354447,13.339266577784763,10.259368120645398,23.69368889204781,25.450933072994964,28.965421434889276,13.150223806364883,11.392979625417729,7.8784912635234186,0
2013-02-05,18.33,19.58684126984127,19.501285714285714,18.423365079365077,24.225249743878383,25.771385901890753,28.863658217915496,14.948432795804155,13.402296637791784,10.310024321767042,24.117590901494285,25.656359297230477,28.733896088702856,14.884980527077143,13.346212131340952,10.26867533986857,23.693974120855025,25.450843801351674,28.96458316234497,13.15275603787513,11.395886357378481,7.882146996385185,0
2013-02-06,18.34,19.578944444444446,19.50341798941799,18.424805555555558,24.203023243392487,25.744382843041834,28.827102042340528,14.954865645496405,13.413506045847058,10.330786846548362,24.116418097206182,25.65408479980225,28.729418204994374,14.890417881629798,13.352751179033731,10.277417773841604,23.694246193706206,25.45072640642309,28.963686831856858,13.155364917404908,11.398884704688026,7.885924279254258,0
2013-02-07,18.27,19.57104761904762,19.505539682539684,18.426234126984127,24.180991755292105,25.717639800706934,28.79093589153659,14.961103482803132,13.424455437388303,10.351159346558646,24.11518438807153,25.65173262324881,28.724829093603375,14.895894977007838,13.359346741830556,10.286250271475994,23.694481316463996,25.450563712957287,28.962728505943865,13.157986937504258,11.401904541010968,7.88973974802439,0
2013-02-08,18.16,19.56347619047619,19.507539682539683,18.427579365079364,24.160966880523368,25.693463777205764,28.75845757057055,14.965985500429012,13.43348860374662,10.368494810381833,24.114022075194878,25.64951620607994,28.72050446785007,14.901057289884488,13.365563158999425,10.294574897229294,23.694698804778312,25.45040528467796,28.961818244477257,13.160459925380415,11.404753445480768,7.893340485681469,0
2013-02-11,18.17,19.555785714285715,19.509613756613756,18.42888492063492,24.14024263024804,25.668394935568813,28.72469954621036,14.971328798323391,13.443176493002618,10.386871882361069,24.11275149297381,25.647130738427162,28.715889229333868,14.906476020253702,13.372096774800351,10.303338283893646,23.694942389401767,25.450294878990714,28.960999858168613,13.162827451868075,11.407474962279128,7.8967699831012315,0
2013-02-12,18.29,19.548166666666667,19.51169312169312,18.430329365079366,24.11936401436683,25.643096463600223,28.690561362066997,14.976969318966502,13.453236869733113,10.405771971266336,24.11159014504871,25.644889152833905,28.711487168404293,14.911796098337534,13.378497090552338,10.311899074981948,23.69517682358922,25.45012597642584,28.96002428209908,13.165481906569509,11.410532753732891,7.900634448059652,0
2013-02-13,18.33,19.54104761904762,19.51395767195767,18.431825396825396,24.100761711412215,25.620666408867077,28.660475803776805,14.981333526683027,13.461428829228165,10.421619434318435,24.110170626873398,25.642241611845307,28.706383581789126,14.917744717041941,13.385673732070032,10.321531762126215,23.69540240270657,25.44992807133363,28.958979408587744,13.168248390944221,11.413722722317162,7.904671385063047,0
2013-02-14,18.27,19.534380952380953,19.516132275132275,18.433269841269844,24.084430859898383,25.601114162404194,28.634480767415813,14.984331044863524,13.467647742357714,10.434281137346094,24.108828992122,25.63972789778524,28.70152570911172,14.923435558142552,13.392536652479311,10.33073884115283,23.695622093026948,25.449739510279315,28.957974344784052,13.17091758951274,11.416800172260372,7.908565337755636,0
2013-02-15,18.21,19.52861904761905,19.518201058201054,18.434654761904763,24.072081440021716,25.58656890415594,28.615543832424382,14.985156655216382,13.470669191082159,10.441694262813716,24.1075885815116,25.637384422615114,28.69697610482214,14.92881353489051,13.399017693786996,10.339426011579967,23.695840511895874,25.449569095226245,28.957026261886988,13.173469011913651,11.419740428583282,7.912283261922539,0
2013-02-18,18.27,19.52368253968254,19.520306878306876,18.436047619047617,24.06260706705682,25.575581909514913,28.6015315944311,14.984758012308259,13.471783169850166,10.44583348493398,24.106347196681686,25.635027302806623,28.692387515056495,14.934266559932066,13.405586453807128,10.348226241557255,23.696088895568522,25.449435987742156,28.956130172089427,13.176006342526712,11.422659250353076,7.915965066005807,0
2013-02-19,18.52,19.520658730158733,19.522608465608464,18.43754761904762,24.058228694287816,25.570752015664176,28.595798658416896,14.983088766029649,13.470565444653289,10.445518801900567,24.1050586137022,25.632541996400114,28.68750876179594,14.940158317514726,13.412674934816813,10.357708169420986,23.696429012007286,25.44938947632717,28.955310404966948,13.178666226087957,11.42570576176807,7.919784833128293,0
2013-02-20,18.61,19.51879365079365,19.525026455026453,18.43913888888889,24.056118083296532,25.568559560797492,28.593442515799417,14.98146921829077,13.469027740789809,10.444144785787886,24.10367524627324,25.629891510022173,28.682324037520033,14.946377663779662,13.420161400030732,10.367728872532872,23.696771459388415,25.44931564955492,28.954404029887936,13.181506318389369,11.428962128222862,7.923873747889846,0
2013-02-21,18.32,19.515666666666668,19.527201058201054,18.440607142857143,24.05179170828202,25.56383338882047,28.587916749897374,14.979541625051315,13.467499944512866,10.443416583435964,24.10236176929552,25.62741533966034,28.67752248038998,14.952040347106589,13.426986776741767,10.376879636012125,23.69700132966677,25.449132725269976,28.95339551647639,13.184212956047519,11.432081560444312,7.927818769237895,0
2013-02-22,18.28,19.51309523809524,19.529301587301585,18.442031746031745,24.04872801486325,25.560605607119253,28.58436079163126,14.97746246132723,13.465584869071225,10.44182968455922,24.101119325382903,25.62505857141001,28.672937063464218,14.957483849220267,13.433544603193162,10.385666111138951,23.697232357178038,25.448965894226802,28.95243296832433,13.186831134885452,11.435097597836688,7.931630523739157,0
